"","lizard_id","position","species","sex","trt","clutch","age.start","date_end_training","date_first_trial","days_since_training","group","trial_associative","position_feeder_associative","FC_associative","notes_associative","reinforcement","trial_reversal","position_feeder_reversal","FC_reversal","reinfor_reversal","notes_reversal","blue_asso"
"337",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"B_R",10,"L",1,"2 crickets given after test",1,10,"L",0,1,"",NA
"338",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"B_R",10,"C",0,"2 crickets given after test",1,10,"R",0,1,"",NA
"339",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"B_R",10,"L",0,"2 crickets given after test",1,10,"R",0,1,"",NA
"340",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"B_R",10,"L",0,"2 crickets given after test",1,10,"C",0,1,"",NA
"341",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"R_B",10,"R",1,"2 crickets given after test",1,10,"C",0,1,"",NA
"342",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"B_R",10,"L",0,"2 crickets given after test",1,10,"R",0,1,"",NA
"343",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"R_B",10,"C",0,"2 crickets given after test",1,10,"L",1,1,"",NA
"344",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"B_R",10,"C",1,"Shelter left for 8 min after beginning; 2 crickets given after test",1,10,"R",0,1,"",NA
"345",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"B_R",10,"R",1,"Shelter left for 8 min after beginning; 2 crickets given after test",1,10,"C",0,1,"",NA
"346",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"R_B",10,"L",1,"2 crickets given after test",1,10,"L",1,1,"",NA
"347",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"B_R",10,"C",1,"2 crickets given after test",1,10,"L",0,1,"",NA
"348",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"B_R",10,"L",1,"2 crickets given after test",1,10,"L",1,1,"",NA
"349",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"R_B",10,"L",1,"2 crickets given after test",1,10,"C",1,1,"",NA
"350",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"R_B",10,"R",0,"2 crickets given after test",1,10,"R",1,1,"",NA
"351",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"B_R",10,"C",1,"2 crickets given after test",1,10,"R",0,1,"",NA
"352",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"R_B",10,"R",0,"2 crickets given after test",1,10,"R",0,1,"",NA
"353",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"B_R",10,"L",0,"2 crickets given after test",1,10,"R",0,1,"",NA
"354",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"R_B",10,"L",1,"2 crickets given after test",1,10,"L",0,1,"",NA
"355",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"R_B",10,"R",0,"2 crickets given after test",1,10,"C",1,1,"",NA
"356",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"R_B",10,"R",0,"2 crickets given after test",0,10,"R",0,1,"",NA
"357",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"B_R",10,"C",1,"2 crickets given after test",1,10,"C",1,1,"",NA
"358",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"B_R",10,"R",1,"2 crickets given after test",1,10,"C",1,1,"",NA
"359",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"B_R",10,"L",1,"2 crickets given after test",1,10,"R",0,1,"",NA
"360",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"B_R",10,"C",0,"2 crickets given after test",1,10,"L",0,1,"",NA
"361",1419,"F2","guichenoti","Female","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"B_R",10,"R",0,"2 crickets given after test",0,10,"R",0,1,"",NA
"362",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"R_B",10,"R",0,"2 crickets given after test",1,10,"L",0,1,"",NA
"363",1424,"F3","delicata","Female","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"B_R",10,"R",1,"2 crickets given after test",1,10,"R",0,1,"",NA
"364",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"B_R",10,"C",1,"2 crickets given after test",1,10,"C",1,1,"",NA
"365",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"R_B",10,"L",1,"2 crickets given after test",1,10,"L",0,1,"",NA
"366",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"R_B",10,"C",0,"2 crickets given after test",0,10,"R",0,1,"",NA
"367",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"B_R",10,"R",1,"2 crickets given after test",1,10,"C",0,1,"",NA
"368",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"B_R",10,"C",NA,"2 crickets given after test",0,10,"R",0,1,"",NA
"369",1408,"G2","delicata","Female","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",10,"L",0,"2 crickets given after test",1,10,"C",0,1,"",NA
"370",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"B_R",10,"L",0,"2 crickets given after test",1,10,"R",0,1,"",NA
"371",1410,"A1","delicata","Female","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",11,"C",0,"",1,11,"R",1,1,"",NA
"372",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"B_R",11,"L",1,"",1,11,"L",0,1,"",NA
"373",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"B_R",11,"L",0,"",1,11,"R",0,1,"",NA
"374",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"B_R",11,"C",1,"",1,11,"L",1,1,"",NA
"375",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"B_R",11,"R",0,"",1,11,"C",0,1,"",NA
"376",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"B_R",11,"L",1,"",1,11,"R",0,1,"",NA
"377",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"B_R",11,"C",1,"",1,11,"R",0,1,"",NA
"378",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"R_B",11,"C",1,"",1,11,"C",0,1,"",NA
"379",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"B_R",11,"C",0,"",1,11,"R",0,1,"",NA
"380",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"R_B",11,"L",0,"",1,11,"L",0,1,"",NA
"381",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"B_R",11,"R",1,"",1,11,"C",1,1,"",NA
"382",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"B_R",11,"C",1,"",1,11,"L",1,1,"",NA
"383",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"R_B",11,"C",0,"",1,11,"C",1,1,"",NA
"384",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"B_R",11,"R",1,"",1,11,"R",1,1,"",NA
"385",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"B_R",11,"C",1,"",1,11,"C",0,1,"",NA
"386",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"R_B",11,"L",0,"",1,11,"L",0,1,"",NA
"387",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"R_B",11,"R",1,"",1,11,"R",1,1,"",NA
"388",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"B_R",11,"R",0,"",0,11,"L",0,1,"",NA
"389",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"R_B",11,"C",0,"",1,11,"R",0,1,"",NA
"390",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"B_R",11,"L",1,"",1,11,"R",0,1,"",NA
"391",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"R_B",11,"C",1,"",1,11,"L",0,1,"",NA
"392",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"R_B",11,"R",1,"",1,11,"C",0,1,"",NA
"393",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"R_B",11,"L",NA,"",0,11,"C",1,1,"",NA
"394",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"B_R",11,"C",1,"",1,11,"C",0,1,"",NA
"395",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"B_R",11,"C",0,"",1,11,"R",1,1,"",NA
"396",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"B_R",11,"L",1,"",1,11,"C",0,1,"",NA
"397",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"B_R",11,"R",1,"",1,11,"L",0,1,"",NA
"398",1419,"F2","guichenoti","Female","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"B_R",11,"L",0,"",0,11,"L",0,1,"",NA
"399",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"R_B",11,"L",1,"",1,11,"L",1,1,"",NA
"400",1424,"F3","delicata","Female","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"B_R",11,"L",0,"",1,11,"C",1,1,"",NA
"401",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"B_R",11,"L",1,"",1,11,"L",0,1,"",NA
"402",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"R_B",11,"R",1,"",1,11,"C",0,1,"",NA
"403",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"R_B",11,"R",0,"",0,11,"C",1,1,"",NA
"404",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"B_R",11,"R",1,"",1,11,"R",1,1,"",NA
"405",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"B_R",11,"L",1,"",1,11,"L",0,0,"",NA
"406",1408,"G2","delicata","Female","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",11,"C",0,"",1,11,"L",0,1,"",NA
"407",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"B_R",11,"C",1,"",1,11,"R",1,1,"",NA
"408",1410,"A1","delicata","Female","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",12,"R",0,"",1,12,"R",0,1,"",NA
"409",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"B_R",12,"C",1,"",1,12,"C",1,1,"",NA
"410",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"B_R",12,"R",1,"",1,12,"C",1,1,"",NA
"411",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"B_R",12,"C",1,"",1,12,"L",0,1,"",NA
"412",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"B_R",12,"R",1,"",1,12,"R",0,1,"",NA
"413",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"B_R",12,"L",1,"",1,12,"C",0,1,"",NA
"414",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"B_R",12,"C",0,"",1,12,"R",1,1,"",NA
"415",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"R_B",12,"L",0,"",1,12,"L",1,1,"",NA
"416",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"B_R",12,"C",NA,"",0,12,"C",0,1,"",NA
"417",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"R_B",12,"R",0,"",1,12,"R",0,1,"",NA
"418",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"B_R",12,"L",1,"",1,12,"L",0,1,"",NA
"419",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"B_R",12,"C",0,"",1,12,"R",0,1,"",NA
"420",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"R_B",12,"R",0,"",1,12,"L",0,1,"",NA
"421",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"B_R",12,"C",1,"",1,12,"L",0,1,"",NA
"422",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"B_R",12,"C",1,"",1,12,"C",0,1,"",NA
"423",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"R_B",12,"C",0,"",1,12,"L",0,1,"",NA
"424",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"R_B",12,"R",1,"",1,12,"R",1,1,"",NA
"425",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"B_R",12,"C",1,"",1,12,"C",1,1,"",NA
"426",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"R_B",12,"C",1,"",1,12,"C",1,1,"",NA
"427",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"B_R",12,"R",1,"",1,12,"C",0,1,"",NA
"428",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"R_B",12,"R",0,"",1,12,"L",0,1,"",NA
"429",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"R_B",12,"L",1,"",1,12,"C",0,1,"",NA
"430",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"R_B",12,"R",0,"",1,12,"R",0,1,"",NA
"431",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"B_R",12,"R",0,"",1,12,"R",0,1,"",NA
"432",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"B_R",12,"R",1,"",1,12,"L",0,1,"",NA
"433",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"B_R",12,"L",1,"",1,12,"R",0,1,"",NA
"434",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"B_R",12,"C",1,"",1,12,"C",0,1,"",NA
"435",1419,"F2","guichenoti","Female","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"B_R",12,"R",0,"",1,12,"L",1,1,"",NA
"436",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"R_B",12,"C",0,"",1,12,"C",1,1,"",NA
"437",1424,"F3","delicata","Female","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"B_R",12,"L",0,"",1,12,"R",0,1,"",NA
"438",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"B_R",12,"C",1,"",1,12,"C",0,1,"",NA
"439",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"R_B",12,"L",1,"",1,12,"R",0,1,"",NA
"440",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"R_B",12,"R",0,"",1,12,"L",0,1,"",NA
"441",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"B_R",12,"R",1,"",1,12,"R",0,1,"",NA
"442",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"B_R",12,"R",1,"",1,12,"L",NA,0,"",NA
"443",1408,"G2","delicata","Female","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",12,"C",1,"",1,12,"R",1,1,"",NA
"444",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"B_R",12,"R",0,"",1,12,"L",0,1,"",NA
"445",1410,"A1","delicata","Female","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",13,"R",0,"",1,13,"R",1,1,"",NA
"446",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"B_R",13,"L",1,"",1,13,"R",0,1,"",NA
"447",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"B_R",13,"C",0,"",1,13,"R",0,1,"",NA
"448",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"B_R",13,"R",1,"",1,13,"C",0,1,"",NA
"449",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"B_R",13,"L",0,"",1,13,"L",0,1,"",NA
"450",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"B_R",13,"L",1,"",1,13,"C",1,1,"",NA
"451",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"B_R",13,"L",0,"",1,13,"R",0,1,"",NA
"452",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"R_B",13,"R",1,"",1,13,"C",1,1,"",NA
"453",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"B_R",13,"C",1,"",1,13,"R",0,1,"",NA
"454",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"R_B",13,"L",0,"",1,13,"L",1,1,"",NA
"455",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"B_R",13,"C",1,"",1,13,"R",0,1,"",NA
"456",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"B_R",13,"C",0,"",1,13,"L",0,1,"",NA
"457",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"R_B",13,"L",1,"",1,13,"C",1,1,"",NA
"458",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"B_R",13,"R",1,"Shelter left",1,13,"R",0,1,"",NA
"459",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"B_R",13,"C",1,"",1,13,"R",0,1,"",NA
"460",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"R_B",13,"C",1,"",1,13,"C",0,1,"",NA
"461",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"R_B",13,"R",1,"",1,13,"R",1,1,"",NA
"462",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"B_R",13,"C",1,"",1,13,"R",0,1,"",NA
"463",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"R_B",13,"R",1,"",1,13,"R",0,1,"",NA
"464",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"B_R",13,"C",0,"",1,13,"R",1,1,"",NA
"465",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"R_B",13,"R",1,"",1,13,"C",1,1,"",NA
"466",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"R_B",13,"R",0,"",1,13,"R",1,1,"",NA
"467",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"R_B",13,"C",0,"",1,13,"L",1,1,"",NA
"468",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"B_R",13,"L",1,"",1,13,"L",1,1,"",NA
"469",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"B_R",13,"R",1,"",1,13,"L",0,1,"",NA
"470",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"B_R",13,"L",1,"",1,13,"R",0,1,"",NA
"471",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"B_R",13,"C",1,"",1,13,"C",0,1,"",NA
"472",1419,"F2","guichenoti","Female","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"B_R",13,"C",1,"",1,13,"C",1,1,"",NA
"473",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"R_B",13,"R",0,"",1,13,"R",1,1,"",NA
"474",1424,"F3","delicata","Female","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"B_R",13,"R",0,"",1,13,"C",1,1,"",NA
"475",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"B_R",13,"L",1,"",1,13,"R",0,1,"",NA
"476",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"R_B",13,"R",0,"",1,13,"R",1,1,"",NA
"477",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"R_B",13,"C",0,"",0,13,"C",0,1,"",NA
"478",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"B_R",13,"R",1,"",1,13,"L",0,1,"",NA
"479",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"B_R",13,"L",1,"",1,13,"R",NA,0,"",NA
"480",1408,"G2","delicata","Female","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",13,"R",1,"",1,13,"C",1,1,"",NA
"481",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"B_R",13,"C",1,"",1,13,"L",1,1,"",NA
"482",1410,"A1","delicata","Female","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",14,"L",0,"1 cricket given after the test",1,14,"R",0,1,"",NA
"483",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"B_R",14,"L",1,"1 cricket given after the test",1,14,"L",0,1,"",NA
"484",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"B_R",14,"C",1,"1 cricket given after the test",1,14,"C",1,1,"",NA
"485",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"B_R",14,"R",1,"1 cricket given after the test",1,14,"L",0,1,"",NA
"486",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"B_R",14,"C",1,"1 cricket given after the test",1,14,"C",1,1,"",NA
"487",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"B_R",14,"R",1,"1 cricket given after the test",1,14,"L",0,1,"",NA
"488",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"B_R",14,"L",1,"1 cricket given after the test",1,14,"L",0,1,"",NA
"489",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"R_B",14,"R",1,"1 cricket given after the test",1,14,"C",1,1,"",NA
"490",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"B_R",14,"L",0,"1 cricket given after the test",1,14,"R",1,1,"",NA
"491",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"R_B",14,"C",0,"1 cricket given after the test",1,14,"L",0,1,"",NA
"492",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"B_R",14,"C",1,"1 cricket given after the test",1,14,"C",1,1,"",NA
"493",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"B_R",14,"R",1,"1 cricket given after the test",1,14,"L",0,1,"",NA
"494",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"R_B",14,"L",0,"Shelter left for 8 min after beginning; 1 cricket given after the test",1,14,"L",0,1,"",NA
"495",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"B_R",14,"R",1,"1 cricket given after the test",1,14,"R",0,1,"",NA
"496",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"B_R",14,"L",1,"1 cricket given after the test",1,14,"C",0,1,"",NA
"497",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"R_B",14,"C",0,"1 cricket given after the test",1,14,"R",1,1,"",NA
"498",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"R_B",14,"L",0,"1 cricket given after the test",1,14,"L",0,1,"",NA
"499",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"B_R",14,"C",1,"1 cricket given after the test",1,14,"L",1,1,"",NA
"500",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"R_B",14,"L",1,"1 cricket given after the test",1,14,"R",0,1,"",NA
"501",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"B_R",14,"R",1,"1 cricket given after the test",1,14,"R",0,1,"",NA
"502",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"R_B",14,"R",1,"1 cricket given after the test",1,14,"C",0,1,"",NA
"503",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"R_B",14,"L",1,"1 cricket given after the test",1,14,"R",1,1,"",NA
"504",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"R_B",14,"C",1,"1 cricket given after the test",1,14,"L",0,1,"",NA
"505",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"B_R",14,"L",1,"1 cricket given after the test",1,14,"C",0,1,"",NA
"506",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"B_R",14,"R",1,"1 cricket given after the test",1,14,"L",1,1,"",NA
"507",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"B_R",14,"C",1,"1 cricket given after the test",1,14,"C",0,1,"",NA
"508",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"B_R",14,"L",1,"1 cricket given after the test",1,14,"R",1,1,"",NA
