"","lizard_id","position","species","sex","trt","clutch","age.start","date_end_training","date_first_trial","days_since_training","group","trial_associative","position_feeder_associative","FC_associative","notes_associative","reinforcement","trial_reversal","position_feeder_reversal","FC_reversal","reinfor_reversal","notes_reversal","blue_asso"
"699",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"R_B",19,"R",0,"2 crickets given after the test",1,19,"L",1,1,"",NA
"700",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"B_R",19,"C",1,"2 crickets given after the test",1,19,"R",1,1,"",NA
"701",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"B_R",19,"L",1,"2 crickets given after the test",1,19,"C",0,0,"",NA
"702",1408,"G2","delicata","Female","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",19,"L",0,"2 crickets given after the test",1,19,"R",1,1,"",NA
"703",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"B_R",19,"C",1,"2 crickets given after the test",1,19,"R",0,1,"",NA
"704",1410,"A1","delicata","Female","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",20,"C",0,"",1,20,"C",1,1,"",NA
"705",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"B_R",20,"L",1,"",1,20,"R",1,1,"",NA
"706",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"B_R",20,"L",0,"",1,20,"C",0,1,"",NA
"707",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"B_R",20,"C",1,"",1,20,"R",0,1,"",NA
"708",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"B_R",20,"R",1,"",1,20,"C",1,1,"",NA
"709",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"B_R",20,"C",1,"",1,20,"R",1,1,"",NA
"710",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"B_R",20,"R",1,"",1,20,"L",0,1,"",NA
"711",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"R_B",20,"C",1,"",1,20,"C",1,1,"",NA
"712",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"B_R",20,"L",1,"",1,20,"R",1,1,"",NA
"713",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"R_B",20,"R",1,"",1,20,"L",0,1,"",NA
"714",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"B_R",20,"R",0,"",1,20,"R",0,1,"",NA
"715",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"B_R",20,"C",1,"",1,20,"L",0,1,"",NA
"716",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"R_B",20,"R",1,"",1,20,"C",NA,0,"Wrong feeder",NA
"717",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"B_R",20,"R",1,"",1,20,"L",0,1,"",NA
"718",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"B_R",20,"C",1,"",1,20,"C",1,1,"",NA
"719",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"R_B",20,"R",1,"",1,20,"L",0,1,"",NA
"720",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"R_B",20,"L",0,"",1,20,"C",1,1,"",NA
"721",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"B_R",20,"R",1,"",1,20,"C",0,1,"",NA
"722",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"R_B",20,"C",0,"",1,20,"C",0,1,"",NA
"723",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"B_R",20,"L",0,"",1,20,"L",0,1,"",NA
"724",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"R_B",20,"R",0,"",1,20,"R",1,1,"",NA
"725",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"R_B",20,"R",1,"",1,20,"L",0,1,"",NA
"726",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"R_B",20,"C",1,"",1,20,"R",0,1,"",NA
"727",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"B_R",20,"R",1,"",1,20,"C",1,1,"",NA
"728",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"B_R",20,"L",0,"",1,20,"C",1,1,"",NA
"729",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"B_R",20,"R",1,"",1,20,"R",1,1,"",NA
"730",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"B_R",20,"C",1,"",1,20,"R",0,1,"",NA
"731",1419,"F2","guichenoti","Female","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"B_R",20,"R",0,"",1,20,"C",1,1,"",NA
"732",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"R_B",20,"R",0,"",1,20,"R",0,1,"",NA
"733",1424,"F3","delicata","Female","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"B_R",20,"R",1,"",1,20,"C",1,1,"",NA
"734",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"B_R",20,"C",1,"",1,20,"R",0,1,"",NA
"735",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"R_B",20,"L",1,"",1,20,"C",NA,0,"Wrong feeder",NA
"736",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"R_B",20,"R",1,"",1,20,"L",1,1,"",NA
"737",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"B_R",20,"C",1,"",1,20,"C",0,1,"",NA
"738",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"B_R",20,"L",1,"",1,20,"R",1,1,"",NA
"739",1408,"G2","delicata","Female","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",20,"R",1,"",1,20,"L",0,1,"",NA
"740",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"B_R",20,"R",1,"",1,20,"R",0,1,"",NA
"741",1410,"A1","delicata","Female","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",21,"L",0,"",1,21,"C",1,1,"",NA
"742",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"B_R",21,"R",1,"",1,21,"R",0,0,"",NA
"743",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"B_R",21,"R",1,"",1,21,"C",0,1,"",NA
"744",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"B_R",21,"L",1,"",1,21,"L",1,1,"",NA
"745",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"B_R",21,"R",1,"",1,21,"C",0,1,"",NA
"746",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"B_R",21,"R",1,"",1,21,"C",1,1,"",NA
"747",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"B_R",21,"C",1,"",1,21,"C",0,1,"",NA
"748",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"R_B",21,"C",1,"",1,21,"C",1,1,"",NA
"749",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"B_R",21,"C",1,"",1,21,"R",1,1,"",NA
"750",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"R_B",21,"R",0,"",1,21,"L",0,1,"",NA
"751",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"B_R",21,"C",1,"",1,21,"L",1,1,"",NA
"752",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"B_R",21,"L",1,"",1,21,"C",0,1,"",NA
"753",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"R_B",21,"C",1,"",1,21,"R",1,1,"",NA
"754",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"B_R",21,"C",1,"",1,21,"R",0,1,"",NA
"755",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"B_R",21,"R",1,"",1,21,"R",0,1,"",NA
"756",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"R_B",21,"L",1,"",1,21,"C",0,1,"",NA
"757",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"R_B",21,"C",1,"",1,21,"L",1,1,"",NA
"758",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"B_R",21,"R",1,"",1,21,"C",1,1,"",NA
"759",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"R_B",21,"L",1,"",1,21,"L",1,1,"",NA
"760",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"B_R",21,"L",1,"",1,21,"R",1,1,"",NA
"761",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"R_B",21,"L",1,"",1,21,"C",1,1,"",NA
"762",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"R_B",21,"C",1,"",1,21,"R",1,1,"",NA
"763",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"R_B",21,"R",0,"",1,21,"R",1,1,"",NA
"764",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"B_R",21,"R",0,"",1,21,"L",1,1,"",NA
"765",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"B_R",21,"L",1,"",1,21,"R",0,1,"",NA
"766",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"B_R",21,"L",1,"",1,21,"C",1,1,"",NA
"767",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"B_R",21,"C",1,"",1,21,"L",0,1,"",NA
"768",1419,"F2","guichenoti","Female","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"B_R",21,"C",1,"",1,21,"L",0,1,"",NA
"769",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"R_B",21,"L",1,"",1,21,"C",1,1,"",NA
"770",1424,"F3","delicata","Female","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"B_R",21,"L",1,"",1,21,"L",0,1,"",NA
"771",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"B_R",21,"C",1,"",1,21,"C",1,1,"",NA
"772",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"R_B",21,"R",1,"",1,21,"L",1,1,"",NA
"773",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"R_B",21,"R",0,"",1,21,"L",1,1,"",NA
"774",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"B_R",21,"L",1,"",1,21,"C",1,1,"",NA
"775",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"B_R",21,"R",1,"",1,21,"L",NA,0,"",NA
"776",1408,"G2","delicata","Female","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",21,"C",1,"",1,21,"R",1,1,"",NA
"777",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"B_R",21,"C",1,"",1,21,"C",0,1,"",NA
"778",1410,"A1","delicata","Female","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",22,"L",0,"",1,22,"R",0,1,"",NA
"779",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"B_R",22,"R",0,"",1,22,"R",1,1,"",NA
"780",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"B_R",22,"R",0,"",1,22,"C",1,1,"",NA
"781",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"B_R",22,"C",1,"",1,22,"R",1,1,"",NA
"782",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"B_R",22,"L",1,"",1,22,"C",1,1,"",NA
"783",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"B_R",22,"R",1,"",1,22,"C",1,1,"",NA
"784",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"B_R",22,"R",1,"",1,22,"R",1,1,"",NA
"785",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"R_B",22,"C",1,"",1,22,"C",0,1,"",NA
"786",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"B_R",22,"L",1,"",1,22,"L",0,1,"",NA
"787",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"R_B",22,"L",0,"",1,22,"R",0,1,"",NA
"788",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"B_R",22,"C",0,"",1,22,"C",1,1,"",NA
"789",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"B_R",22,"L",1,"",1,22,"R",1,1,"",NA
"790",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"R_B",22,"R",0,"",1,22,"L",0,1,"",NA
"791",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"B_R",22,"C",1,"",1,22,"R",0,1,"",NA
"792",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"B_R",22,"L",1,"",1,22,"R",0,1,"",NA
"793",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"R_B",22,"L",1,"",1,22,"L",0,1,"",NA
"794",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"R_B",22,"R",1,"",1,22,"C",1,1,"",NA
"795",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"B_R",22,"L",1,"",1,22,"L",0,1,"",NA
"796",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"R_B",22,"C",1,"",1,22,"L",0,1,"",NA
"797",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"B_R",22,"L",1,"",1,22,"C",0,1,"",NA
"798",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"R_B",22,"C",1,"",1,22,"R",0,1,"",NA
"799",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"R_B",22,"L",1,"",1,22,"C",1,1,"",NA
"800",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"R_B",22,"L",1,"",1,22,"C",1,1,"",NA
"801",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"B_R",22,"L",1,"",1,22,"C",1,1,"",NA
"802",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"B_R",22,"C",1,"",1,22,"L",1,1,"",NA
"803",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"B_R",22,"R",1,"",1,22,"R",1,1,"",NA
"804",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"B_R",22,"L",1,"",1,22,"C",1,1,"",NA
"805",1419,"F2","guichenoti","Female","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"B_R",22,"C",1,"",1,22,"C",1,1,"",NA
"806",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"R_B",22,"L",0,"",1,22,"R",1,1,"",NA
"807",1424,"F3","delicata","Female","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"B_R",22,"C",1,"",1,22,"R",0,1,"",NA
"808",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"B_R",22,"C",1,"",1,22,"C",1,1,"",NA
"809",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"R_B",22,"R",1,"",1,22,"C",1,1,"",NA
"810",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"R_B",22,"R",1,"",1,22,"C",1,1,"",NA
"811",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"B_R",22,"C",1,"",1,22,"R",1,1,"",NA
"812",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"B_R",22,"L",1,"",1,22,"R",NA,0,"",NA
"813",1408,"G2","delicata","Female","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",22,"C",0,"",1,22,"L",0,1,"",NA
"814",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"B_R",22,"C",1,"",1,22,"C",0,1,"",NA
"815",1410,"A1","delicata","Female","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",23,"C",1,"",1,23,"C",1,1,"",NA
"816",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"B_R",23,"L",1,"",1,23,"L",0,1,"",NA
"817",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"B_R",23,"L",1,"",1,23,"L",1,1,"",NA
"818",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"B_R",23,"L",1,"",1,23,"R",0,1,"",NA
"819",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"B_R",23,"R",1,"",1,23,"L",1,1,"",NA
"820",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"B_R",23,"R",1,"",1,23,"L",0,1,"",NA
"821",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"B_R",23,"L",NA,"",0,23,"R",1,1,"",NA
"822",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"R_B",23,"C",0,"",1,23,"R",1,1,"",NA
"823",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"B_R",23,"R",0,"",1,23,"L",0,1,"",NA
"824",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"R_B",23,"L",0,"",1,23,"C",1,1,"",NA
"825",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"B_R",23,"C",0,"",1,23,"C",0,1,"",NA
"826",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"B_R",23,"L",1,"",1,23,"L",0,1,"",NA
"827",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"R_B",23,"L",1,"",1,23,"L",1,1,"",NA
"828",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"B_R",23,"L",1,"",1,23,"C",0,1,"",NA
"829",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"B_R",23,"C",1,"",1,23,"C",1,1,"",NA
"830",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"R_B",23,"R",0,"",1,23,"L",1,1,"",NA
"831",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"R_B",23,"C",0,"",1,23,"C",1,1,"",NA
"832",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"B_R",23,"C",1,"",1,23,"C",1,1,"",NA
"833",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"R_B",23,"C",1,"",1,23,"R",0,1,"",NA
"834",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"B_R",23,"R",0,"",1,23,"R",1,1,"",NA
"835",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"R_B",23,"L",0,"",1,23,"R",1,1,"",NA
"836",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"R_B",23,"R",1,"",1,23,"C",1,1,"",NA
"837",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"R_B",23,"L",1,"",1,23,"R",1,1,"",NA
"838",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"B_R",23,"C",1,"",1,23,"R",1,1,"",NA
"839",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"B_R",23,"L",0,"",1,23,"R",1,1,"",NA
"840",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"B_R",23,"L",1,"",1,23,"L",0,1,"",NA
"841",2351,"F1","delicata","Male","A_28","CL634_23",59,"6/4/2023","13/4/2023",7,"B_R",23,"R",0,"",1,23,"C",1,1,"",NA
"842",1419,"F2","guichenoti","Female","A_28","CL382_22",118,"20/3/2023","13/4/2023",24,"B_R",23,"L",0,"",1,23,"R",0,1,"",NA
"843",1580,"F2","guichenoti","Female","B_28","CL428_22",99,"20/3/2023","13/4/2023",24,"R_B",23,"L",0,"",1,23,"L",0,1,"",NA
"844",1424,"F3","delicata","Female","A_23","CL383_22",97,"31/3/2023","13/4/2023",13,"B_R",23,"C",1,"",1,23,"L",0,1,"",NA
"845",2486,"F3","delicata","Female","B_28","CL677_23",45,"2/4/2023","13/4/2023",11,"B_R",23,"C",1,"",1,23,"C",0,1,"",NA
"846",1467,"F4","guichenoti","Female","A_28","CL397_22",111,"20/3/2023","13/4/2023",24,"R_B",23,"C",1,"",1,23,"R",1,1,"",NA
"847",1674,"G1","guichenoti","Female","B_23","CL455_22",94,"6/4/2023","13/4/2023",7,"R_B",23,"L",1,"",1,23,"C",1,1,"",NA
"848",2009,"G1","guichenoti","Male","A_28","CL542_22",78,"3/4/2023","13/4/2023",10,"B_R",23,"C",1,"",1,23,"R",1,1,"",NA
"849",1258,"G2","delicata","Female","A_28","CL334_22",129,"28/3/2023","13/4/2023",16,"B_R",23,"L",0,"",1,23,"R",0,0,"",NA
"850",1408,"G2","delicata","Female","B_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",23,"C",1,"",1,23,"L",0,1,"",NA
"851",2081,"G3","guichenoti","Male","B_23","CL562_22",52,"3/4/2023","13/4/2023",10,"B_R",23,"C",1,"",1,23,"R",1,1,"",NA
"852",1410,"A1","delicata","Female","A_28","CL379_22",120,"28/3/2023","13/4/2023",16,"R_B",24,"R",0,"",1,24,"C",1,1,"Frozen crickets",NA
"853",2073,"A1","delicata","Male","B_23","CL560_22",57,"22/3/2023","13/4/2023",22,"B_R",24,"C",1,"",1,24,"R",1,1,"Frozen crickets",NA
"854",1373,"A2","guichenoti","Female","A_28","CL370_22",120,"24/3/2023","13/4/2023",20,"B_R",24,"L",1,"",1,24,"R",1,1,"",NA
"855",1562,"A4","guichenoti","Female","B_28","CL423_22",101,"26/3/2023","13/4/2023",18,"B_R",24,"R",1,"",1,24,"C",1,1,"",NA
"856",1609,"A4","guichenoti","Female","A_28","CL437_22",101,"25/3/2023","13/4/2023",19,"B_R",24,"L",1,"",1,24,"R",1,1,"",NA
"857",1438,"B1","guichenoti","Male","B_28","CL386_22",113,"21/3/2023","13/4/2023",23,"B_R",24,"C",1,"",1,24,"L",0,1,"",NA
"858",1240,"B2","delicata","Female","A_28","CL330_22",132,"30/3/2023","13/4/2023",14,"B_R",24,"C",1,"",1,24,"R",1,1,"",NA
"859",1205,"B4","delicata","Male","A_28","CL320_22",136,"31/3/2023","13/4/2023",13,"R_B",24,"L",0,"",1,24,"L",1,1,"",NA
"860",1296,"B4","delicata","Female","B_23","CL348_22",108,"5/4/2023","13/4/2023",8,"B_R",24,"R",1,"",1,24,"R",0,1,"",NA
"861",1399,"B4","delicata","Male","A_23","CL377_22",97,"3/4/2023","13/4/2023",10,"R_B",24,"C",0,"",1,24,"C",1,1,"",NA
"862",1366,"C1","guichenoti","Female","A_28","CL368_22",127,"1/4/2023","13/4/2023",12,"B_R",24,"L",1,"",1,24,"R",1,1,"",NA
"863",1463,"C1","guichenoti","Female","B_28","CL396_22",111,"27/3/2023","13/4/2023",17,"B_R",24,"C",1,"",1,24,"C",1,1,"",NA
"864",1322,"C2","delicata","Male","B_23","CL356_22",108,"26/3/2023","13/4/2023",18,"R_B",24,"R",1,"",1,24,"R",1,1,"",NA
"865",1611,"C3","guichenoti","Female","B_28","CL438_22",99,"26/3/2023","13/4/2023",18,"B_R",24,"L",1,"",1,24,"R",1,1,"",NA
"866",2105,"C4","delicata","Female","B_23","CL569_22",59,"1/4/2023","13/4/2023",12,"B_R",24,"C",1,"",1,24,"C",1,1,"",NA
"867",1177,"D1","guichenoti","Male","A_23","CL314_22",125,"28/3/2023","13/4/2023",16,"R_B",24,"C",1,"",1,24,"L",0,1,"",NA
"868",1479,"D1","guichenoti","Female","A_28","CL400_22",108,"28/3/2023","13/4/2023",16,"R_B",24,"R",1,"",1,24,"R",1,1,"",NA
"869",1371,"D3","guichenoti","Male","A_23","CL370_22",94,"27/3/2023","13/4/2023",17,"B_R",24,"R",1,"",1,24,"C",1,1,"",NA
"870",1166,"D4","delicata","Female","A_28","CL312_22",143,"4/4/2023","13/4/2023",9,"R_B",24,"R",0,"",1,24,"C",1,1,"",NA
"871",1442,"E1","guichenoti","Male","B_23","CL388_22",94,"21/3/2023","13/4/2023",23,"B_R",24,"C",1,"",1,24,"L",1,1,"",NA
"872",1174,"E2","delicata","Male","A_23","CL313_22",132,"31/3/2023","13/4/2023",13,"R_B",24,"L",1,"",1,24,"C",1,1,"",NA
"873",1402,"E2","delicata","Male","A_28","CL377_22",118,"1/4/2023","13/4/2023",12,"R_B",24,"R",1,"",1,24,"L",0,1,"",NA
"874",1443,"E3","guichenoti","Male","A_23","CL388_22",94,"20/3/2023","13/4/2023",24,"R_B",24,"L",1,"",1,24,"C",1,1,"",NA
"875",1239,"E4","delicata","Female","A_23","CL329_22",113,"30/3/2023","13/4/2023",14,"B_R",24,"R",0,"",1,24,"C",1,1,"",NA
"876",1230,"F1","delicata","Female","B_28","CL327_22",132,"29/3/2023","13/4/2023",15,"B_R",24,"L",1,"",1,24,"R",0,1,"",NA
"877",1487,"F1","delicata","Male","A_23","CL402_22",85,"20/3/2023","13/4/2023",24,"B_R",24,"C",0,"",1,24,"L",0,1,"",NA
