"","lizard_id","position","species","sex","trt","clutch","egg_enclosure","age.start","date_end_training","date_first_trial","days_since_training","group","trial_associative","position_feeder_associative","FC_associative","notes_associative","reinforcement","trial_reversal","position_feeder_reversal","FC_reversal","reinfor_reversal","notes_reversal","blue_asso","temp","cort"
"391",2009,"G1","guichenoti","Male","A_28","CL542_22","E028_F120",78,"3/4/2023","13/4/2023",10,"B_R",5,"R",1,"",1,5,"C",0,1,"",NA,"Hot","Control"
"392",1531,"D2","delicata","Male","A_23","CL414_22","E029_F120",85,"27/3/2023","13/4/2023",17,"B_R",5,"L",1,"",1,5,"C",0,1,"",NA,"Cold","Control"
"393",1177,"D1","guichenoti","Male","A_23","CL314_22","E030_F120",125,"28/3/2023","13/4/2023",16,"R_B",5,"R",0,"",0,5,"L",0,1,"",NA,"Cold","Control"
"394",1360,"G3","guichenoti","Female","A_28","CL366_22","E030_F120",120,"21/3/2023","13/4/2023",23,"R_B",5,"R",NA,"",0,5,"L",0,1,"",NA,"Hot","Control"
"395",1417,"F4","guichenoti","Female","B_28","CL381_22","E030_F120",97,"20/3/2023","13/4/2023",24,"R_B",5,"L",NA,"",0,5,"C",1,1,"",NA,"Hot","CORT"
"396",1459,"D3","guichenoti","Male","B_23","CL394_22","E030_F120",92,"8/4/2023","13/4/2023",5,"B_R",5,"R",NA,"",1,5,"L",0,1,"",NA,"Cold","CORT"
"397",1674,"G1","guichenoti","Female","B_23","CL455_22","E030_F120",94,"6/4/2023","13/4/2023",7,"R_B",5,"R",NA,"",0,5,"R",1,1,"",NA,"Cold","CORT"
"398",2242,"G4","delicata","Male","B_28","CL604_22","E030_M",66,"1/4/2023","13/4/2023",12,"B_R",5,"L",NA,"",0,5,"R",0,1,"",NA,"Hot","CORT"
"399",1534,"F2","guichenoti","Female","A_23","CL415_22","E031_F120",85,"20/3/2023","13/4/2023",24,"R_B",5,"R",NA,"",0,5,"C",0,1,"",NA,"Cold","Control"
"400",1467,"F4","guichenoti","Female","A_28","CL397_22","E032_F120",111,"20/3/2023","13/4/2023",24,"R_B",5,"R",0,"",1,5,"R",1,1,"",NA,"Hot","Control"
"401",1296,"B4","delicata","Female","B_23","CL348_22","E036_F120",108,"5/4/2023","13/4/2023",8,"B_R",5,"L",NA,"",0,5,"R",0,1,"",NA,"Cold","CORT"
"402",1322,"C2","delicata","Male","B_23","CL356_22","E036_F120",108,"26/3/2023","13/4/2023",18,"R_B",5,"C",0,"",0,5,"C",0,1,"",NA,"Cold","CORT"
"403",1487,"F1","delicata","Male","A_23","CL402_22","E038_F120",85,"20/3/2023","13/4/2023",24,"B_R",5,"R",NA,"",0,5,"R",0,0,"",NA,"Cold","Control"
"404",1198,"B2","delicata","Male","A_23","CL318_22","E039_F120",120,"29/3/2023","13/4/2023",15,"R_B",5,"C",NA,"More than one cricket eaten",1,5,"R",1,1,"",NA,"Cold","Control"
"405",1222,"C4","delicata","Female","A_28","CL325_22","E040_F120",134,"2/4/2023","13/4/2023",11,"R_B",5,"L",NA,"",0,5,"C",NA,0,"",NA,"Hot","Control"
"406",1223,"G4","delicata","Female","A_23","CL325_22","E040_F120",115,"28/3/2023","13/4/2023",16,"B_R",5,"R",NA,"",0,5,"C",0,1,"",NA,"Cold","Control"
"407",1166,"D4","delicata","Female","A_28","CL312_22","E048_F120",143,"4/4/2023","13/4/2023",9,"R_B",5,"C",0,"",1,5,"R",0,1,"",NA,"Hot","Control"
"408",1424,"F3","delicata","Female","A_23","CL383_22","E048_F120",97,"31/3/2023","13/4/2023",13,"B_R",5,"L",1,"",1,5,"R",0,1,"",NA,"Cold","Control"
"409",1239,"E4","delicata","Female","A_23","CL329_22","E051_F120",113,"30/3/2023","13/4/2023",14,"B_R",5,"R",NA,"",0,5,"L",0,1,"",NA,"Cold","Control"
"410",1390,"C4","delicata","Male","A_23","CL374_22","E051_F120",101,"30/3/2023","13/4/2023",14,"R_B",5,"L",0,"",1,5,"L",0,1,"",NA,"Cold","Control"
"411",1478,"A2","guichenoti","Male","B_23","CL400_22","E054_F120",85,"23/3/2023","13/4/2023",21,"B_R",5,"L",NA,"",0,5,"L",0,1,"",NA,"Cold","CORT"
"412",1479,"D1","guichenoti","Female","A_28","CL400_22","E054_F120",108,"28/3/2023","13/4/2023",16,"R_B",5,"L",0,"",1,5,"R",1,1,"",NA,"Hot","Control"
"413",2298,"A2","guichenoti","Female","B_28","CL619_23","E056_F120",62,"26/3/2023","13/4/2023",18,"B_R",5,"C",NA,"More than one cricket eaten",1,5,"C",0,1,"",NA,"Hot","CORT"
"414",1374,"C1","guichenoti","Male","B_23","CL371_22","E058_F120",97,"20/3/2023","13/4/2023",24,"R_B",5,"R",NA,"",0,5,"C",0,1,"",NA,"Cold","CORT"
"415",1613,"F2","guichenoti","Male","B_23","CL439_22","E059_F120",80,"29/3/2023","13/4/2023",15,"R_B",5,"L",NA,"",0,5,"R",0,1,"",NA,"Cold","CORT"
"416",2164,"E3","guichenoti","Female","B_23","CL584_22","E059_F120",48,"20/3/2023","13/4/2023",24,"B_R",5,"R",NA,"",0,5,"C",0,1,"",NA,"Cold","CORT"
"417",1283,"A4","guichenoti","Female","A_23","CL344_22","E067",106,"28/3/2023","13/4/2023",16,"R_B",5,"R",NA,"",0,5,"R",0,1,"",NA,"Cold","Control"
"418",2047,"B3","guichenoti","Male","A_23","CL552_22","E067",55,"27/3/2023","13/4/2023",17,"B_R",5,"R",1,"",1,5,"C",1,1,"",NA,"Cold","Control"
"419",1419,"F2","guichenoti","Female","A_28","CL382_22","E068",118,"20/3/2023","13/4/2023",24,"B_R",5,"C",0,"",0,5,"L",0,1,"",NA,"Hot","Control"
"420",1421,"G1","guichenoti","Male","B_23","CL382_22","E068",97,"20/3/2023","13/4/2023",24,"R_B",5,"R",0,"",0,5,"L",0,1,"",NA,"Cold","CORT"
"421",1611,"C3","guichenoti","Female","B_28","CL438_22","E0.",99,"26/3/2023","13/4/2023",18,"B_R",6,"L",0,"",1,6,"R",0,1,"",NA,"Hot","CORT"
"422",1334,"G4","delicata","Female","A_28","CL358_22","E001_F120",127,"31/3/2023","13/4/2023",13,"B_R",6,"R",0,"",1,6,"L",1,1,"",NA,"Hot","Control"
"423",2351,"F1","delicata","Male","A_28","CL634_23","E001_F120",59,"6/4/2023","13/4/2023",7,"B_R",6,"R",0,"",1,6,"L",0,1,"",NA,"Hot","Control"
"424",1438,"B1","guichenoti","Male","B_28","CL386_22","E002_M/E006_M",113,"21/3/2023","13/4/2023",23,"B_R",6,"C",NA,"",0,6,"C",1,1,"",NA,"Hot","CORT"
"425",1442,"E1","guichenoti","Male","B_23","CL388_22","E003_F120",94,"21/3/2023","13/4/2023",23,"B_R",6,"R",NA,"",0,6,"L",0,1,"",NA,"Cold","CORT"
"426",1443,"E3","guichenoti","Male","A_23","CL388_22","E003_F120",94,"20/3/2023","13/4/2023",24,"R_B",6,"R",0,"",0,6,"R",1,1,"",NA,"Cold","Control"
"427",1432,"B3","guichenoti","Male","B_23","CL385_22","E003_M/E005_M",94,"20/3/2023","13/4/2023",24,"R_B",6,"R",NA,"",0,6,"L",0,1,"",NA,"Cold","CORT"
"428",1562,"A4","guichenoti","Female","B_28","CL423_22","E003_M/E005_M",101,"26/3/2023","13/4/2023",18,"B_R",6,"L",1,"",1,6,"L",0,1,"",NA,"Hot","CORT"
"429",1255,"A1","delicata","Male","A_23","CL334_22","E004_F120",111,"31/3/2023","13/4/2023",13,"B_R",6,"C",NA,"",0,6,"L",0,1,"",NA,"Cold","Control"
"430",1257,"D4","delicata","Male","B_23","CL334_22","E004_F120",111,"27/3/2023","13/4/2023",17,"B_R",6,"L",1,"",1,6,"C",1,1,"",NA,"Cold","CORT"
"431",1258,"G2","delicata","Female","A_28","CL334_22","E004_F120",129,"28/3/2023","13/4/2023",16,"B_R",6,"R",0,"",1,6,"L",0,0,"",NA,"Hot","Control"
"432",1565,"E1","guichenoti","Female","B_28","CL424_22","E004_M",101,"29/3/2023","13/4/2023",15,"R_B",6,"R",0,"",0,6,"C",0,1,"",NA,"Hot","CORT"
"433",2081,"G3","guichenoti","Male","B_23","CL562_22","E004_M",52,"3/4/2023","13/4/2023",10,"B_R",6,"R",0,"",0,6,"L",0,1,"",NA,"Cold","CORT"
"434",1358,"D1","guichenoti","Female","B_28","CL365_22","E005_F120",129,"20/3/2023","13/4/2023",24,"R_B",6,"C",NA,"",0,6,"C",1,1,"",NA,"Hot","CORT"
"435",1340,"F4","guichenoti","Female","B_28","CL360_22","E006_F120",122,"6/4/2023","13/4/2023",7,"R_B",6,"R",0,"",0,6,"R",1,1,"",NA,"Hot","CORT"
"436",1229,"D4","delicata","Male","B_28","CL326_22","E007_F120",129,"29/3/2023","13/4/2023",15,"R_B",6,"R",0,"",1,6,"C",0,1,"",NA,"Hot","CORT"
"437",2105,"C4","delicata","Female","B_23","CL569_22","E007_F120",59,"1/4/2023","13/4/2023",12,"B_R",6,"L",NA,"",0,6,"C",0,1,"",NA,"Cold","CORT"
"438",2106,"F3","delicata","Female","A_28","CL569_22","E007_F120",78,"9/4/2023","13/4/2023",4,"B_R",6,"L",NA,"",0,6,"L",0,0,"",NA,"Hot","Control"
"439",1202,"C2","delicata","Male","B_28","CL319_22","E007_M/E017_M",134,"26/3/2023","13/4/2023",18,"B_R",6,"C",NA,"Wrong shelter",1,6,"C",1,1,"",NA,"Hot","CORT"
"440",1410,"A1","delicata","Female","A_28","CL379_22","E008_F120",120,"28/3/2023","13/4/2023",16,"R_B",6,"R",0,"",1,6,"R",1,1,"",NA,"Hot","Control"
"441",1408,"G2","delicata","Female","B_28","CL379_22","E008_F120",120,"28/3/2023","13/4/2023",16,"R_B",6,"L",0,"",1,6,"R",1,1,"",NA,"Hot","CORT"
"442",2205,"C2","delicata","Male","A_28","CL595_22","E008_F120",69,"9/4/2023","13/4/2023",4,"B_R",6,"R",0,"",0,6,"R",NA,0,"",NA,"Hot","Control"
"443",1463,"C1","guichenoti","Female","B_28","CL396_22","E009_F120",111,"27/3/2023","13/4/2023",17,"B_R",6,"R",0,"",0,6,"L",0,1,"",NA,"Hot","CORT"
"444",1192,"D4","delicata","Male","A_23","CL317_22","E010_M",120,"29/3/2023","13/4/2023",15,"R_B",6,"L",1,"",1,6,"L",1,1,"",NA,"Cold","Control"
"445",1795,"G3","guichenoti","Female","A_23","CL489_22","E011_F120",66,"5/4/2023","13/4/2023",8,"B_R",6,"C",1,"",1,6,"R",0,1,"",NA,"Cold","Control"
"446",2073,"A1","delicata","Male","B_23","CL560_22","E011_M/E024_M",57,"22/3/2023","13/4/2023",22,"B_R",6,"C",1,"",1,6,"C",0,1,"",NA,"Cold","CORT"
"447",1276,"B1","guichenoti","Female","A_28","CL341_22","E012_F120",129,"29/3/2023","13/4/2023",15,"R_B",6,"C",0,"",1,6,"R",0,1,"",NA,"Hot","Control"
"448",1366,"C1","guichenoti","Female","A_28","CL368_22","E012_F120",127,"1/4/2023","13/4/2023",12,"B_R",6,"L",NA,"",0,6,"R",0,1,"",NA,"Hot","Control"
"449",1401,"A3","delicata","Female","B_28","CL377_22","E014_F120",115,"1/4/2023","13/4/2023",12,"R_B",6,"L",1,"",1,6,"R",0,1,"",NA,"Hot","CORT"
"450",1399,"B4","delicata","Male","A_23","CL377_22","E014_F120",97,"3/4/2023","13/4/2023",10,"R_B",6,"L",0,"",0,6,"R",0,1,"",NA,"Cold","Control"
"451",1402,"E2","delicata","Male","A_28","CL377_22","E014_F120",118,"1/4/2023","13/4/2023",12,"R_B",6,"L",1,"",1,6,"R",1,1,"",NA,"Hot","Control"
"452",1207,"A3","delicata","Female","B_23","CL320_22","E014_M",118,"30/3/2023","13/4/2023",14,"R_B",6,"R",0,"",1,6,"L",0,1,"",NA,"Cold","CORT"
"453",1205,"B4","delicata","Male","A_28","CL320_22","E014_M",136,"31/3/2023","13/4/2023",13,"R_B",6,"R",1,"",1,6,"L",0,1,"",NA,"Hot","Control"
"454",1303,"D2","delicata","Female","B_23","CL350_22","E014_M",113,"30/3/2023","13/4/2023",14,"R_B",6,"R",NA,"",0,6,"C",0,1,"",NA,"Cold","CORT"
"455",1580,"F2","guichenoti","Female","B_28","CL428_22","E015_F120",99,"20/3/2023","13/4/2023",24,"R_B",6,"C",0,"",0,6,"L",0,1,"",NA,"Hot","CORT"
"456",1284,"B2","delicata","Male","B_28","CL345_22","E016_F120",129,"21/3/2023","13/4/2023",23,"B_R",6,"C",NA,"",0,6,"R",0,1,"",NA,"Hot","CORT"
"457",1373,"A2","guichenoti","Female","A_28","CL370_22","E016_F120",120,"24/3/2023","13/4/2023",20,"B_R",6,"R",1,"",1,6,"L",0,1,"",NA,"Hot","Control"
"458",1371,"D3","guichenoti","Male","A_23","CL370_22","E016_F120",94,"27/3/2023","13/4/2023",17,"B_R",6,"C",NA,"",0,6,"R",0,1,"",NA,"Cold","Control"
"459",1609,"A4","guichenoti","Female","A_28","CL437_22","E016_F120",101,"25/3/2023","13/4/2023",19,"B_R",6,"C",1,"",1,6,"R",0,1,"",NA,"Hot","Control"
"460",1233,"B2","delicata","Female","B_23","CL327_22","E016_M",115,"31/3/2023","13/4/2023",13,"B_R",6,"L",0,"",1,6,"C",1,1,"",NA,"Cold","CORT"
"461",1230,"F1","delicata","Female","B_28","CL327_22","E016_M",132,"29/3/2023","13/4/2023",15,"B_R",6,"R",1,"",1,6,"R",0,1,"",NA,"Hot","CORT"
"462",1328,"G2","delicata","Male","A_23","CL357_22","E016_M",108,"5/4/2023","13/4/2023",8,"R_B",6,"C",0,"",0,6,"C",1,1,"",NA,"Cold","Control"
"463",1174,"E2","delicata","Male","A_23","CL313_22","E019_F120",132,"31/3/2023","13/4/2023",13,"R_B",6,"R",1,"",1,6,"C",1,1,"",NA,"Cold","Control"
"464",1172,"E4","delicata","Male","B_28","CL313_22","E019_F120",148,"10/4/2023","13/4/2023",3,"R_B",6,"R",1,"",1,6,"R",0,1,"",NA,"Hot","CORT"
"465",1382,"A1","delicata","Female","B_28","CL373_22","E019_M",118,"1/4/2023","13/4/2023",12,"B_R",6,"R",1,"",1,6,"L",0,0,"",NA,"Hot","CORT"
"466",1381,"A3","delicata","Male","A_28","CL373_22","E019_M",122,"30/3/2023","13/4/2023",14,"R_B",6,"R",NA,"",0,6,"C",0,1,"",NA,"Hot","Control"
"467",1240,"B2","delicata","Female","A_28","CL330_22","E020_F120",132,"30/3/2023","13/4/2023",14,"B_R",6,"R",NA,"",0,6,"L",0,0,"",NA,"Hot","Control"
"468",1619,"G4","delicata","Female","B_23","CL440_22","E020_F120",80,"7/4/2023","13/4/2023",6,"R_B",6,"R",0,"",1,6,"R",0,1,"",NA,"Cold","CORT"
"469",2255,"E2","delicata","Female","B_28","CL607_22","E020_F120",66,"2/4/2023","13/4/2023",11,"B_R",6,"C",NA,"",0,6,"R",0,1,"",NA,"Hot","CORT"
"470",2486,"F3","delicata","Female","B_28","CL677_23","E020_M",45,"2/4/2023","13/4/2023",11,"B_R",6,"C",1,"",1,6,"C",0,1,"",NA,"Hot","CORT"
"471",1454,"C4","delicata","Female","B_28","CL392_22","E021_M",115,"28/3/2023","13/4/2023",16,"R_B",6,"C",NA,"",0,6,"R",0,1,"",NA,"Hot","CORT"
"472",2346,"E4","delicata","Female","B_23","CL633_23","E021_M",41,"11/4/2023","13/4/2023",2,"B_R",6,"L",NA,"",0,6,"L",0,1,"",NA,"Cold","CORT"
"473",1218,"E3","guichenoti","Female","A_28","CL324_22","E026_F120",132,"21/3/2023","13/4/2023",23,"R_B",6,"L",NA,"",0,6,"L",0,1,"",NA,"Hot","Control"
"474",1182,"F3","delicata","Male","B_23","CL315_22","E027_F120",122,"29/3/2023","13/4/2023",15,"R_B",6,"L",0,"",1,6,"L",1,1,"",NA,"Cold","CORT"
"475",2009,"G1","guichenoti","Male","A_28","CL542_22","E028_F120",78,"3/4/2023","13/4/2023",10,"B_R",6,"L",1,"",1,6,"L",0,1,"",NA,"Hot","Control"
"476",1531,"D2","delicata","Male","A_23","CL414_22","E029_F120",85,"27/3/2023","13/4/2023",17,"B_R",6,"R",1,"Shelter left",1,6,"R",0,1,"",NA,"Cold","Control"
"477",1177,"D1","guichenoti","Male","A_23","CL314_22","E030_F120",125,"28/3/2023","13/4/2023",16,"R_B",6,"L",0,"",0,6,"L",0,1,"",NA,"Cold","Control"
"478",1360,"G3","guichenoti","Female","A_28","CL366_22","E030_F120",120,"21/3/2023","13/4/2023",23,"R_B",6,"L",NA,"",0,6,"C",0,1,"",NA,"Hot","Control"
"479",1417,"F4","guichenoti","Female","B_28","CL381_22","E030_F120",97,"20/3/2023","13/4/2023",24,"R_B",6,"L",NA,"",0,6,"L",1,1,"",NA,"Hot","CORT"
"480",1459,"D3","guichenoti","Male","B_23","CL394_22","E030_F120",92,"8/4/2023","13/4/2023",5,"B_R",6,"L",NA,"Shelter left",0,6,"C",0,1,"",NA,"Cold","CORT"
"481",1674,"G1","guichenoti","Female","B_23","CL455_22","E030_F120",94,"6/4/2023","13/4/2023",7,"R_B",6,"C",NA,"",0,6,"C",1,1,"",NA,"Cold","CORT"
"482",2242,"G4","delicata","Male","B_28","CL604_22","E030_M",66,"1/4/2023","13/4/2023",12,"B_R",6,"L",NA,"",0,6,"C",1,1,"",NA,"Hot","CORT"
"483",1534,"F2","guichenoti","Female","A_23","CL415_22","E031_F120",85,"20/3/2023","13/4/2023",24,"R_B",6,"L",1,"",1,6,"L",0,1,"",NA,"Cold","Control"
"484",1467,"F4","guichenoti","Female","A_28","CL397_22","E032_F120",111,"20/3/2023","13/4/2023",24,"R_B",6,"C",0,"",1,6,"C",0,1,"",NA,"Hot","Control"
"485",1296,"B4","delicata","Female","B_23","CL348_22","E036_F120",108,"5/4/2023","13/4/2023",8,"B_R",6,"C",0,"",1,6,"C",0,1,"",NA,"Cold","CORT"
"486",1322,"C2","delicata","Male","B_23","CL356_22","E036_F120",108,"26/3/2023","13/4/2023",18,"R_B",6,"L",1,"",1,6,"L",0,1,"",NA,"Cold","CORT"
"487",1487,"F1","delicata","Male","A_23","CL402_22","E038_F120",85,"20/3/2023","13/4/2023",24,"B_R",6,"R",NA,"",0,6,"C",1,1,"",NA,"Cold","Control"
"488",1198,"B2","delicata","Male","A_23","CL318_22","E039_F120",120,"29/3/2023","13/4/2023",15,"R_B",6,"R",0,"",1,6,"R",1,1,"",NA,"Cold","Control"
"489",1222,"C4","delicata","Female","A_28","CL325_22","E040_F120",134,"2/4/2023","13/4/2023",11,"R_B",6,"C",NA,"",0,6,"R",1,1,"",NA,"Hot","Control"
"490",1223,"G4","delicata","Female","A_23","CL325_22","E040_F120",115,"28/3/2023","13/4/2023",16,"B_R",6,"L",1,"",1,6,"C",0,1,"",NA,"Cold","Control"
"491",1166,"D4","delicata","Female","A_28","CL312_22","E048_F120",143,"4/4/2023","13/4/2023",9,"R_B",6,"L",1,"",1,6,"R",0,1,"",NA,"Hot","Control"
"492",1424,"F3","delicata","Female","A_23","CL383_22","E048_F120",97,"31/3/2023","13/4/2023",13,"B_R",6,"R",1,"",1,6,"L",1,1,"",NA,"Cold","Control"
"493",1239,"E4","delicata","Female","A_23","CL329_22","E051_F120",113,"30/3/2023","13/4/2023",14,"B_R",6,"C",NA,"",0,6,"C",0,1,"",NA,"Cold","Control"
"494",1390,"C4","delicata","Male","A_23","CL374_22","E051_F120",101,"30/3/2023","13/4/2023",14,"R_B",6,"R",0,"",1,6,"L",0,1,"",NA,"Cold","Control"
"495",1478,"A2","guichenoti","Male","B_23","CL400_22","E054_F120",85,"23/3/2023","13/4/2023",21,"B_R",6,"C",0,"Shelter left",0,6,"C",1,1,"",NA,"Cold","CORT"
"496",1479,"D1","guichenoti","Female","A_28","CL400_22","E054_F120",108,"28/3/2023","13/4/2023",16,"R_B",6,"R",0,"",1,6,"R",1,1,"",NA,"Hot","Control"
"497",2298,"A2","guichenoti","Female","B_28","CL619_23","E056_F120",62,"26/3/2023","13/4/2023",18,"B_R",6,"R",0,"",1,6,"R",0,1,"",NA,"Hot","CORT"
"498",1374,"C1","guichenoti","Male","B_23","CL371_22","E058_F120",97,"20/3/2023","13/4/2023",24,"R_B",6,"C",0,"",0,6,"C",1,1,"",NA,"Cold","CORT"
"499",1613,"F2","guichenoti","Male","B_23","CL439_22","E059_F120",80,"29/3/2023","13/4/2023",15,"R_B",6,"R",NA,"",0,6,"R",1,1,"",NA,"Cold","CORT"
"500",2164,"E3","guichenoti","Female","B_23","CL584_22","E059_F120",48,"20/3/2023","13/4/2023",24,"B_R",6,"L",NA,"",0,6,"C",1,1,"",NA,"Cold","CORT"
"501",1283,"A4","guichenoti","Female","A_23","CL344_22","E067",106,"28/3/2023","13/4/2023",16,"R_B",6,"L",NA,"",0,6,"C",1,1,"",NA,"Cold","Control"
"502",2047,"B3","guichenoti","Male","A_23","CL552_22","E067",55,"27/3/2023","13/4/2023",17,"B_R",6,"R",0,"",1,6,"R",0,1,"",NA,"Cold","Control"
"503",1419,"F2","guichenoti","Female","A_28","CL382_22","E068",118,"20/3/2023","13/4/2023",24,"B_R",6,"C",NA,"",0,6,"C",1,1,"",NA,"Hot","Control"
"504",1421,"G1","guichenoti","Male","B_23","CL382_22","E068",97,"20/3/2023","13/4/2023",24,"R_B",6,"R",1,"",1,6,"R",0,1,"",NA,"Cold","CORT"
"505",1611,"C3","guichenoti","Female","B_28","CL438_22","E0.",99,"26/3/2023","13/4/2023",18,"B_R",7,"L",0,"First day with lids; 2 crickets given after test",1,7,"C",1,1,"",NA,"Hot","CORT"
"506",1334,"G4","delicata","Female","A_28","CL358_22","E001_F120",127,"31/3/2023","13/4/2023",13,"B_R",7,"C",1,"First day with lids; 2 crickets given after test",1,7,"L",0,1,"",NA,"Hot","Control"
"507",2351,"F1","delicata","Male","A_28","CL634_23","E001_F120",59,"6/4/2023","13/4/2023",7,"B_R",7,"R",0,"First day with lids; 2 crickets given after test",1,7,"L",0,1,"",NA,"Hot","Control"
"508",1438,"B1","guichenoti","Male","B_28","CL386_22","E002_M/E006_M",113,"21/3/2023","13/4/2023",23,"B_R",7,"R",NA,"First day with lids; 2 crickets given after test",0,7,"R",0,1,"",NA,"Hot","CORT"
"509",1442,"E1","guichenoti","Male","B_23","CL388_22","E003_F120",94,"21/3/2023","13/4/2023",23,"B_R",7,"L",0,"First day with lids; 2 crickets given after test",0,7,"L",0,1,"",NA,"Cold","CORT"
"510",1443,"E3","guichenoti","Male","A_23","CL388_22","E003_F120",94,"20/3/2023","13/4/2023",24,"R_B",7,"L",0,"First day with lids; 2 crickets given after test",0,7,"R",1,1,"",NA,"Cold","Control"
"511",1432,"B3","guichenoti","Male","B_23","CL385_22","E003_M/E005_M",94,"20/3/2023","13/4/2023",24,"R_B",7,"R",0,"First day with lids; 2 crickets given after test",0,7,"L",0,1,"",NA,"Cold","CORT"
"512",1562,"A4","guichenoti","Female","B_28","CL423_22","E003_M/E005_M",101,"26/3/2023","13/4/2023",18,"B_R",7,"C",0,"First day with lids; 2 crickets given after test",0,7,"C",1,1,"",NA,"Hot","CORT"
"513",1255,"A1","delicata","Male","A_23","CL334_22","E004_F120",111,"31/3/2023","13/4/2023",13,"B_R",7,"C",NA,"First day with lids; 2 crickets given after test",0,7,"R",1,1,"",NA,"Cold","Control"
"514",1257,"D4","delicata","Male","B_23","CL334_22","E004_F120",111,"27/3/2023","13/4/2023",17,"B_R",7,"C",1,"First day with lids; 2 crickets given after test",1,7,"C",1,1,"",NA,"Cold","CORT"
"515",1258,"G2","delicata","Female","A_28","CL334_22","E004_F120",129,"28/3/2023","13/4/2023",16,"B_R",7,"L",1,"First day with lids; 2 crickets given after test",1,7,"R",0,0,"",NA,"Hot","Control"
"516",1565,"E1","guichenoti","Female","B_28","CL424_22","E004_M",101,"29/3/2023","13/4/2023",15,"R_B",7,"R",1,"First day with lids; 2 crickets given after test",1,7,"R",1,1,"",NA,"Hot","CORT"
"517",2081,"G3","guichenoti","Male","B_23","CL562_22","E004_M",52,"3/4/2023","13/4/2023",10,"B_R",7,"C",NA,"Wrong feeder; first day with lids; 2 crickets given after test",0,7,"R",0,1,"",NA,"Cold","CORT"
"518",1358,"D1","guichenoti","Female","B_28","CL365_22","E005_F120",129,"20/3/2023","13/4/2023",24,"R_B",7,"R",NA,"First day with lids; 2 crickets given after test",0,7,"R",0,1,"",NA,"Hot","CORT"
"519",1340,"F4","guichenoti","Female","B_28","CL360_22","E006_F120",122,"6/4/2023","13/4/2023",7,"R_B",7,"C",NA,"First day with lids; 2 crickets given after test",0,7,"C",0,1,"",NA,"Hot","CORT"
"520",1229,"D4","delicata","Male","B_28","CL326_22","E007_F120",129,"29/3/2023","13/4/2023",15,"R_B",7,"L",0,"First day with lids; 2 crickets given after test",1,7,"L",1,1,"",NA,"Hot","CORT"
"521",2105,"C4","delicata","Female","B_23","CL569_22","E007_F120",59,"1/4/2023","13/4/2023",12,"B_R",7,"C",NA,"First day with lids; 2 crickets given after test",0,7,"L",1,1,"",NA,"Cold","CORT"
"522",2106,"F3","delicata","Female","A_28","CL569_22","E007_F120",78,"9/4/2023","13/4/2023",4,"B_R",7,"R",NA,"First day with lids; 2 crickets given after test",0,7,"C",NA,0,"",NA,"Hot","Control"
"523",1202,"C2","delicata","Male","B_28","CL319_22","E007_M/E017_M",134,"26/3/2023","13/4/2023",18,"B_R",7,"C",0,"First day with lids; 2 crickets given after test",1,7,"C",1,1,"",NA,"Hot","CORT"
"524",1410,"A1","delicata","Female","A_28","CL379_22","E008_F120",120,"28/3/2023","13/4/2023",16,"R_B",7,"C",NA,"First day with lids; 2 crickets given after test",0,7,"L",0,1,"",NA,"Hot","Control"
"525",1408,"G2","delicata","Female","B_28","CL379_22","E008_F120",120,"28/3/2023","13/4/2023",16,"R_B",7,"R",1,"First day with lids; 2 crickets given after test",1,7,"L",0,1,"",NA,"Hot","CORT"
"526",2205,"C2","delicata","Male","A_28","CL595_22","E008_F120",69,"9/4/2023","13/4/2023",4,"B_R",7,"R",0,"First day with lids; 2 crickets given after test",0,7,"L",0,1,"",NA,"Hot","Control"
"527",1463,"C1","guichenoti","Female","B_28","CL396_22","E009_F120",111,"27/3/2023","13/4/2023",17,"B_R",7,"R",0,"First day with lids; 2 crickets given after test",0,7,"L",1,1,"",NA,"Hot","CORT"
"528",1192,"D4","delicata","Male","A_23","CL317_22","E010_M",120,"29/3/2023","13/4/2023",15,"R_B",7,"C",0,"First day with lids; 2 crickets given after test",1,7,"R",0,1,"",NA,"Cold","Control"
"529",1795,"G3","guichenoti","Female","A_23","CL489_22","E011_F120",66,"5/4/2023","13/4/2023",8,"B_R",7,"R",1,"First day with lids; 2 crickets given after test",1,7,"L",1,1,"",NA,"Cold","Control"
"530",2073,"A1","delicata","Male","B_23","CL560_22","E011_M/E024_M",57,"22/3/2023","13/4/2023",22,"B_R",7,"L",1,"First day with lids; 2 crickets given after test",1,7,"C",0,1,"",NA,"Cold","CORT"
"531",1276,"B1","guichenoti","Female","A_28","CL341_22","E012_F120",129,"29/3/2023","13/4/2023",15,"R_B",7,"C",1,"First day with lids; 2 crickets given after test",1,7,"C",0,1,"",NA,"Hot","Control"
"532",1366,"C1","guichenoti","Female","A_28","CL368_22","E012_F120",127,"1/4/2023","13/4/2023",12,"B_R",7,"L",NA,"First day with lids; 2 crickets given after test",0,7,"R",0,1,"",NA,"Hot","Control"
"533",1401,"A3","delicata","Female","B_28","CL377_22","E014_F120",115,"1/4/2023","13/4/2023",12,"R_B",7,"L",1,"First day with lids; 2 crickets given after test",1,7,"R",1,1,"",NA,"Hot","CORT"
