"","lizard_id","position","species","sex","trt","clutch","egg_enclosure","age.start","date_end_training","date_first_trial","days_since_training","group","trial_associative","position_feeder_associative","FC_associative","notes_associative","reinforcement","trial_reversal","position_feeder_reversal","FC_reversal","reinfor_reversal","notes_reversal","blue_asso","temp","cort"
"1920",1424,"F3","delicata","Female","A_23","CL383_22","E048_F120",97,"31/3/2023","13/4/2023",13,"B_R",23,"C",1,"",1,23,"L",0,1,"",NA,"Cold","Control"
"1921",1239,"E4","delicata","Female","A_23","CL329_22","E051_F120",113,"30/3/2023","13/4/2023",14,"B_R",23,"C",1,"",1,23,"R",1,1,"",NA,"Cold","Control"
"1922",1390,"C4","delicata","Male","A_23","CL374_22","E051_F120",101,"30/3/2023","13/4/2023",14,"R_B",23,"L",0,"",1,23,"R",1,1,"",NA,"Cold","Control"
"1923",1478,"A2","guichenoti","Male","B_23","CL400_22","E054_F120",85,"23/3/2023","13/4/2023",21,"B_R",23,"R",0,"",1,23,"C",0,1,"",NA,"Cold","CORT"
"1924",1479,"D1","guichenoti","Female","A_28","CL400_22","E054_F120",108,"28/3/2023","13/4/2023",16,"R_B",23,"C",0,"",1,23,"C",1,1,"",NA,"Hot","Control"
"1925",2298,"A2","guichenoti","Female","B_28","CL619_23","E056_F120",62,"26/3/2023","13/4/2023",18,"B_R",23,"C",1,"",1,23,"R",1,1,"",NA,"Hot","CORT"
"1926",1374,"C1","guichenoti","Male","B_23","CL371_22","E058_F120",97,"20/3/2023","13/4/2023",24,"R_B",23,"R",1,"",1,23,"R",1,1,"",NA,"Cold","CORT"
"1927",1613,"F2","guichenoti","Male","B_23","CL439_22","E059_F120",80,"29/3/2023","13/4/2023",15,"R_B",23,"R",0,"1 cricket given after the test",0,23,"C",0,1,"",NA,"Cold","CORT"
"1928",2164,"E3","guichenoti","Female","B_23","CL584_22","E059_F120",48,"20/3/2023","13/4/2023",24,"B_R",23,"L",0,"",1,23,"C",0,1,"",NA,"Cold","CORT"
"1929",1283,"A4","guichenoti","Female","A_23","CL344_22","E067",106,"28/3/2023","13/4/2023",16,"R_B",23,"C",1,"",1,23,"C",1,1,"",NA,"Cold","Control"
"1930",2047,"B3","guichenoti","Male","A_23","CL552_22","E067",55,"27/3/2023","13/4/2023",17,"B_R",23,"C",1,"",1,23,"L",0,1,"",NA,"Cold","Control"
"1931",1419,"F2","guichenoti","Female","A_28","CL382_22","E068",118,"20/3/2023","13/4/2023",24,"B_R",23,"L",0,"",1,23,"R",0,1,"",NA,"Hot","Control"
"1932",1421,"G1","guichenoti","Male","B_23","CL382_22","E068",97,"20/3/2023","13/4/2023",24,"R_B",23,"C",1,"",1,23,"L",1,1,"",NA,"Cold","CORT"
"1933",1611,"C3","guichenoti","Female","B_28","CL438_22","E0.",99,"26/3/2023","13/4/2023",18,"B_R",24,"L",1,"",1,24,"R",1,1,"",NA,"Hot","CORT"
"1934",1334,"G4","delicata","Female","A_28","CL358_22","E001_F120",127,"31/3/2023","13/4/2023",13,"B_R",24,"R",1,"",1,24,"C",1,1,"",NA,"Hot","Control"
"1935",2351,"F1","delicata","Male","A_28","CL634_23","E001_F120",59,"6/4/2023","13/4/2023",7,"B_R",24,"R",0,"",1,24,"C",1,1,"",NA,"Hot","Control"
"1936",1438,"B1","guichenoti","Male","B_28","CL386_22","E002_M/E006_M",113,"21/3/2023","13/4/2023",23,"B_R",24,"C",1,"",1,24,"L",0,1,"",NA,"Hot","CORT"
"1937",1442,"E1","guichenoti","Male","B_23","CL388_22","E003_F120",94,"21/3/2023","13/4/2023",23,"B_R",24,"C",1,"",1,24,"L",1,1,"",NA,"Cold","CORT"
"1938",1443,"E3","guichenoti","Male","A_23","CL388_22","E003_F120",94,"20/3/2023","13/4/2023",24,"R_B",24,"L",1,"",1,24,"C",1,1,"",NA,"Cold","Control"
"1939",1432,"B3","guichenoti","Male","B_23","CL385_22","E003_M/E005_M",94,"20/3/2023","13/4/2023",24,"R_B",24,"C",1,"",1,24,"L",0,1,"",NA,"Cold","CORT"
"1940",1562,"A4","guichenoti","Female","B_28","CL423_22","E003_M/E005_M",101,"26/3/2023","13/4/2023",18,"B_R",24,"R",1,"",1,24,"C",1,1,"",NA,"Hot","CORT"
"1941",1255,"A1","delicata","Male","A_23","CL334_22","E004_F120",111,"31/3/2023","13/4/2023",13,"B_R",24,"C",1,"",1,24,"L",1,1,"Frozen crickets",NA,"Cold","Control"
"1942",1257,"D4","delicata","Male","B_23","CL334_22","E004_F120",111,"27/3/2023","13/4/2023",17,"B_R",24,"C",0,"",1,24,"L",1,1,"",NA,"Cold","CORT"
"1943",1258,"G2","delicata","Female","A_28","CL334_22","E004_F120",129,"28/3/2023","13/4/2023",16,"B_R",24,"L",1,"",1,24,"R",1,1,"",NA,"Hot","Control"
"1944",1565,"E1","guichenoti","Female","B_28","CL424_22","E004_M",101,"29/3/2023","13/4/2023",15,"R_B",24,"R",1,"",1,24,"C",0,1,"",NA,"Hot","CORT"
"1945",2081,"G3","guichenoti","Male","B_23","CL562_22","E004_M",52,"3/4/2023","13/4/2023",10,"B_R",24,"C",1,"",1,24,"C",0,1,"",NA,"Cold","CORT"
"1946",1358,"D1","guichenoti","Female","B_28","CL365_22","E005_F120",129,"20/3/2023","13/4/2023",24,"R_B",24,"L",0,"",1,24,"C",1,1,"",NA,"Hot","CORT"
"1947",1340,"F4","guichenoti","Female","B_28","CL360_22","E006_F120",122,"6/4/2023","13/4/2023",7,"R_B",24,"C",1,"",1,24,"C",1,1,"",NA,"Hot","CORT"
"1948",1229,"D4","delicata","Male","B_28","CL326_22","E007_F120",129,"29/3/2023","13/4/2023",15,"R_B",24,"L",1,"",1,24,"L",1,1,"",NA,"Hot","CORT"
"1949",2105,"C4","delicata","Female","B_23","CL569_22","E007_F120",59,"1/4/2023","13/4/2023",12,"B_R",24,"C",1,"",1,24,"C",1,1,"",NA,"Cold","CORT"
"1950",2106,"F3","delicata","Female","A_28","CL569_22","E007_F120",78,"9/4/2023","13/4/2023",4,"B_R",24,"L",1,"",1,24,"C",1,1,"",NA,"Hot","Control"
"1951",1202,"C2","delicata","Male","B_28","CL319_22","E007_M/E017_M",134,"26/3/2023","13/4/2023",18,"B_R",24,"L",0,"",1,24,"L",0,1,"",NA,"Hot","CORT"
"1952",1410,"A1","delicata","Female","A_28","CL379_22","E008_F120",120,"28/3/2023","13/4/2023",16,"R_B",24,"R",0,"",1,24,"C",1,1,"Frozen crickets",NA,"Hot","Control"
"1953",1408,"G2","delicata","Female","B_28","CL379_22","E008_F120",120,"28/3/2023","13/4/2023",16,"R_B",24,"C",1,"",1,24,"C",1,1,"",NA,"Hot","CORT"
"1954",2205,"C2","delicata","Male","A_28","CL595_22","E008_F120",69,"9/4/2023","13/4/2023",4,"B_R",24,"C",NA,"",0,24,"C",0,1,"",NA,"Hot","Control"
"1955",1463,"C1","guichenoti","Female","B_28","CL396_22","E009_F120",111,"27/3/2023","13/4/2023",17,"B_R",24,"C",1,"",1,24,"C",1,1,"",NA,"Hot","CORT"
"1956",1192,"D4","delicata","Male","A_23","CL317_22","E010_M",120,"29/3/2023","13/4/2023",15,"R_B",24,"C",1,"",1,24,"L",1,1,"",NA,"Cold","Control"
"1957",1795,"G3","guichenoti","Female","A_23","CL489_22","E011_F120",66,"5/4/2023","13/4/2023",8,"B_R",24,"R",1,"",1,24,"L",0,1,"",NA,"Cold","Control"
"1958",2073,"A1","delicata","Male","B_23","CL560_22","E011_M/E024_M",57,"22/3/2023","13/4/2023",22,"B_R",24,"C",1,"",1,24,"R",1,1,"Frozen crickets",NA,"Cold","CORT"
"1959",1276,"B1","guichenoti","Female","A_28","CL341_22","E012_F120",129,"29/3/2023","13/4/2023",15,"R_B",24,"L",0,"",1,24,"C",1,1,"",NA,"Hot","Control"
"1960",1366,"C1","guichenoti","Female","A_28","CL368_22","E012_F120",127,"1/4/2023","13/4/2023",12,"B_R",24,"L",1,"",1,24,"R",1,1,"",NA,"Hot","Control"
"1961",1401,"A3","delicata","Female","B_28","CL377_22","E014_F120",115,"1/4/2023","13/4/2023",12,"R_B",24,"R",1,"",1,24,"L",0,1,"",NA,"Hot","CORT"
"1962",1399,"B4","delicata","Male","A_23","CL377_22","E014_F120",97,"3/4/2023","13/4/2023",10,"R_B",24,"C",0,"",1,24,"C",1,1,"",NA,"Cold","Control"
"1963",1402,"E2","delicata","Male","A_28","CL377_22","E014_F120",118,"1/4/2023","13/4/2023",12,"R_B",24,"R",1,"",1,24,"L",0,1,"",NA,"Hot","Control"
"1964",1207,"A3","delicata","Female","B_23","CL320_22","E014_M",118,"30/3/2023","13/4/2023",14,"R_B",24,"C",1,"",1,24,"R",0,1,"",NA,"Cold","CORT"
"1965",1205,"B4","delicata","Male","A_28","CL320_22","E014_M",136,"31/3/2023","13/4/2023",13,"R_B",24,"L",0,"",1,24,"L",1,1,"",NA,"Hot","Control"
"1966",1303,"D2","delicata","Female","B_23","CL350_22","E014_M",113,"30/3/2023","13/4/2023",14,"R_B",24,"R",1,"",1,24,"R",0,1,"",NA,"Cold","CORT"
"1967",1580,"F2","guichenoti","Female","B_28","CL428_22","E015_F120",99,"20/3/2023","13/4/2023",24,"R_B",24,"R",0,"",1,24,"C",1,1,"",NA,"Hot","CORT"
"1968",1284,"B2","delicata","Male","B_28","CL345_22","E016_F120",129,"21/3/2023","13/4/2023",23,"B_R",24,"L",0,"",1,24,"L",0,1,"",NA,"Hot","CORT"
"1969",1373,"A2","guichenoti","Female","A_28","CL370_22","E016_F120",120,"24/3/2023","13/4/2023",20,"B_R",24,"L",1,"",1,24,"R",1,1,"",NA,"Hot","Control"
"1970",1371,"D3","guichenoti","Male","A_23","CL370_22","E016_F120",94,"27/3/2023","13/4/2023",17,"B_R",24,"R",1,"",1,24,"C",1,1,"",NA,"Cold","Control"
"1971",1609,"A4","guichenoti","Female","A_28","CL437_22","E016_F120",101,"25/3/2023","13/4/2023",19,"B_R",24,"L",1,"",1,24,"R",1,1,"",NA,"Hot","Control"
"1972",1233,"B2","delicata","Female","B_23","CL327_22","E016_M",115,"31/3/2023","13/4/2023",13,"B_R",24,"R",1,"",1,24,"L",1,1,"",NA,"Cold","CORT"
"1973",1230,"F1","delicata","Female","B_28","CL327_22","E016_M",132,"29/3/2023","13/4/2023",15,"B_R",24,"L",1,"",1,24,"R",0,1,"",NA,"Hot","CORT"
"1974",1328,"G2","delicata","Male","A_23","CL357_22","E016_M",108,"5/4/2023","13/4/2023",8,"R_B",24,"R",1,"",1,24,"L",1,1,"",NA,"Cold","Control"
"1975",1174,"E2","delicata","Male","A_23","CL313_22","E019_F120",132,"31/3/2023","13/4/2023",13,"R_B",24,"L",1,"",1,24,"C",1,1,"",NA,"Cold","Control"
"1976",1172,"E4","delicata","Male","B_28","CL313_22","E019_F120",148,"10/4/2023","13/4/2023",3,"R_B",24,"L",0,"",1,24,"R",1,1,"",NA,"Hot","CORT"
"1977",1382,"A1","delicata","Female","B_28","CL373_22","E019_M",118,"1/4/2023","13/4/2023",12,"B_R",24,"L",1,"",1,24,"L",1,1,"Frozen crickets",NA,"Hot","CORT"
"1978",1381,"A3","delicata","Male","A_28","CL373_22","E019_M",122,"30/3/2023","13/4/2023",14,"R_B",24,"L",0,"",1,24,"C",1,1,"",NA,"Hot","Control"
"1979",1240,"B2","delicata","Female","A_28","CL330_22","E020_F120",132,"30/3/2023","13/4/2023",14,"B_R",24,"C",1,"",1,24,"R",1,1,"",NA,"Hot","Control"
"1980",1619,"G4","delicata","Female","B_23","CL440_22","E020_F120",80,"7/4/2023","13/4/2023",6,"R_B",24,"L",1,"",1,24,"R",1,1,"",NA,"Cold","CORT"
"1981",2255,"E2","delicata","Female","B_28","CL607_22","E020_F120",66,"2/4/2023","13/4/2023",11,"B_R",24,"R",0,"",1,24,"R",0,1,"",NA,"Hot","CORT"
"1982",2486,"F3","delicata","Female","B_28","CL677_23","E020_M",45,"2/4/2023","13/4/2023",11,"B_R",24,"C",1,"",1,24,"L",1,1,"",NA,"Hot","CORT"
"1983",1454,"C4","delicata","Female","B_28","CL392_22","E021_M",115,"28/3/2023","13/4/2023",16,"R_B",24,"R",1,"",1,24,"R",0,1,"",NA,"Hot","CORT"
"1984",2346,"E4","delicata","Female","B_23","CL633_23","E021_M",41,"11/4/2023","13/4/2023",2,"B_R",24,"C",1,"",1,24,"L",1,1,"",NA,"Cold","CORT"
"1985",1218,"E3","guichenoti","Female","A_28","CL324_22","E026_F120",132,"21/3/2023","13/4/2023",23,"R_B",24,"C",1,"",1,24,"R",1,1,"",NA,"Hot","Control"
"1986",1182,"F3","delicata","Male","B_23","CL315_22","E027_F120",122,"29/3/2023","13/4/2023",15,"R_B",24,"L",0,"",1,24,"C",0,1,"",NA,"Cold","CORT"
"1987",2009,"G1","guichenoti","Male","A_28","CL542_22","E028_F120",78,"3/4/2023","13/4/2023",10,"B_R",24,"C",1,"",1,24,"C",1,1,"",NA,"Hot","Control"
"1988",1531,"D2","delicata","Male","A_23","CL414_22","E029_F120",85,"27/3/2023","13/4/2023",17,"B_R",24,"R",0,"",1,24,"L",1,1,"",NA,"Cold","Control"
"1989",1177,"D1","guichenoti","Male","A_23","CL314_22","E030_F120",125,"28/3/2023","13/4/2023",16,"R_B",24,"C",1,"",1,24,"L",0,1,"",NA,"Cold","Control"
"1990",1360,"G3","guichenoti","Female","A_28","CL366_22","E030_F120",120,"21/3/2023","13/4/2023",23,"R_B",24,"L",0,"",1,24,"R",1,1,"",NA,"Hot","Control"
"1991",1417,"F4","guichenoti","Female","B_28","CL381_22","E030_F120",97,"20/3/2023","13/4/2023",24,"R_B",24,"L",1,"",1,24,"L",1,1,"",NA,"Hot","CORT"
"1992",1459,"D3","guichenoti","Male","B_23","CL394_22","E030_F120",92,"8/4/2023","13/4/2023",5,"B_R",24,"L",0,"",1,24,"R",0,1,"",NA,"Cold","CORT"
"1993",1674,"G1","guichenoti","Female","B_23","CL455_22","E030_F120",94,"6/4/2023","13/4/2023",7,"R_B",24,"R",1,"",1,24,"L",1,1,"",NA,"Cold","CORT"
"1994",2242,"G4","delicata","Male","B_28","CL604_22","E030_M",66,"1/4/2023","13/4/2023",12,"B_R",24,"L",0,"",1,24,"R",1,1,"",NA,"Hot","CORT"
"1995",1534,"F2","guichenoti","Female","A_23","CL415_22","E031_F120",85,"20/3/2023","13/4/2023",24,"R_B",24,"L",0,"",1,24,"L",0,1,"",NA,"Cold","Control"
"1996",1467,"F4","guichenoti","Female","A_28","CL397_22","E032_F120",111,"20/3/2023","13/4/2023",24,"R_B",24,"R",0,"",1,24,"R",1,1,"",NA,"Hot","Control"
"1997",1296,"B4","delicata","Female","B_23","CL348_22","E036_F120",108,"5/4/2023","13/4/2023",8,"B_R",24,"R",1,"",1,24,"R",0,1,"",NA,"Cold","CORT"
"1998",1322,"C2","delicata","Male","B_23","CL356_22","E036_F120",108,"26/3/2023","13/4/2023",18,"R_B",24,"R",1,"",1,24,"R",1,1,"",NA,"Cold","CORT"
"1999",1487,"F1","delicata","Male","A_23","CL402_22","E038_F120",85,"20/3/2023","13/4/2023",24,"B_R",24,"C",0,"",1,24,"L",0,1,"",NA,"Cold","Control"
"2000",1198,"B2","delicata","Male","A_23","CL318_22","E039_F120",120,"29/3/2023","13/4/2023",15,"R_B",24,"C",1,"",1,24,"C",1,1,"",NA,"Cold","Control"
"2001",1222,"C4","delicata","Female","A_28","CL325_22","E040_F120",134,"2/4/2023","13/4/2023",11,"R_B",24,"L",0,"",1,24,"R",1,1,"",NA,"Hot","Control"
"2002",1223,"G4","delicata","Female","A_23","CL325_22","E040_F120",115,"28/3/2023","13/4/2023",16,"B_R",24,"L",1,"",1,24,"L",1,1,"",NA,"Cold","Control"
"2003",1166,"D4","delicata","Female","A_28","CL312_22","E048_F120",143,"4/4/2023","13/4/2023",9,"R_B",24,"R",0,"",1,24,"C",1,1,"",NA,"Hot","Control"
"2004",1424,"F3","delicata","Female","A_23","CL383_22","E048_F120",97,"31/3/2023","13/4/2023",13,"B_R",24,"R",1,"",1,24,"R",0,1,"",NA,"Cold","Control"
"2005",1239,"E4","delicata","Female","A_23","CL329_22","E051_F120",113,"30/3/2023","13/4/2023",14,"B_R",24,"R",0,"",1,24,"C",1,1,"",NA,"Cold","Control"
"2006",1390,"C4","delicata","Male","A_23","CL374_22","E051_F120",101,"30/3/2023","13/4/2023",14,"R_B",24,"L",1,"",1,24,"L",0,1,"",NA,"Cold","Control"
"2007",1478,"A2","guichenoti","Male","B_23","CL400_22","E054_F120",85,"23/3/2023","13/4/2023",21,"B_R",24,"C",1,"",1,24,"L",0,1,"",NA,"Cold","CORT"
"2008",1479,"D1","guichenoti","Female","A_28","CL400_22","E054_F120",108,"28/3/2023","13/4/2023",16,"R_B",24,"R",1,"",1,24,"R",1,1,"",NA,"Hot","Control"
"2009",2298,"A2","guichenoti","Female","B_28","CL619_23","E056_F120",62,"26/3/2023","13/4/2023",18,"B_R",24,"R",1,"",1,24,"C",1,1,"",NA,"Hot","CORT"
"2010",1374,"C1","guichenoti","Male","B_23","CL371_22","E058_F120",97,"20/3/2023","13/4/2023",24,"R_B",24,"L",1,"",1,24,"L",0,1,"",NA,"Cold","CORT"
"2011",1613,"F2","guichenoti","Male","B_23","CL439_22","E059_F120",80,"29/3/2023","13/4/2023",15,"R_B",24,"C",0,"1 cricket given after the test; feeders sanded more",0,24,"R",0,1,"",NA,"Cold","CORT"
"2012",2164,"E3","guichenoti","Female","B_23","CL584_22","E059_F120",48,"20/3/2023","13/4/2023",24,"B_R",24,"R",0,"",1,24,"L",0,1,"",NA,"Cold","CORT"
"2013",1283,"A4","guichenoti","Female","A_23","CL344_22","E067",106,"28/3/2023","13/4/2023",16,"R_B",24,"C",1,"",1,24,"L",1,1,"",NA,"Cold","Control"
"2014",2047,"B3","guichenoti","Male","A_23","CL552_22","E067",55,"27/3/2023","13/4/2023",17,"B_R",24,"L",0,"",1,24,"R",0,1,"",NA,"Cold","Control"
"2015",1419,"F2","guichenoti","Female","A_28","CL382_22","E068",118,"20/3/2023","13/4/2023",24,"B_R",24,"C",1,"",1,24,"L",0,1,"",NA,"Hot","Control"
"2016",1421,"G1","guichenoti","Male","B_23","CL382_22","E068",97,"20/3/2023","13/4/2023",24,"R_B",24,"L",0,"",1,24,"R",0,1,"",NA,"Cold","CORT"
"2017",1611,"C3","guichenoti","Female","B_28","CL438_22","E0.",99,"26/3/2023","13/4/2023",18,"B_R",25,"C",1,"",1,25,"C",0,1,"",NA,"Hot","CORT"
"2018",1334,"G4","delicata","Female","A_28","CL358_22","E001_F120",127,"31/3/2023","13/4/2023",13,"B_R",25,"C",1,"",1,25,"C",1,1,"",NA,"Hot","Control"
"2019",2351,"F1","delicata","Male","A_28","CL634_23","E001_F120",59,"6/4/2023","13/4/2023",7,"B_R",25,"R",0,"",1,25,"R",0,1,"",NA,"Hot","Control"
"2020",1438,"B1","guichenoti","Male","B_28","CL386_22","E002_M/E006_M",113,"21/3/2023","13/4/2023",23,"B_R",25,"L",1,"",1,25,"R",0,1,"",NA,"Hot","CORT"
"2021",1442,"E1","guichenoti","Male","B_23","CL388_22","E003_F120",94,"21/3/2023","13/4/2023",23,"B_R",25,"L",1,"",1,25,"C",1,1,"",NA,"Cold","CORT"
"2022",1443,"E3","guichenoti","Male","A_23","CL388_22","E003_F120",94,"20/3/2023","13/4/2023",24,"R_B",25,"R",1,"",1,25,"L",1,1,"",NA,"Cold","Control"
"2023",1432,"B3","guichenoti","Male","B_23","CL385_22","E003_M/E005_M",94,"20/3/2023","13/4/2023",24,"R_B",25,"L",0,"",1,25,"C",1,1,"",NA,"Cold","CORT"
"2024",1562,"A4","guichenoti","Female","B_28","CL423_22","E003_M/E005_M",101,"26/3/2023","13/4/2023",18,"B_R",25,"L",1,"",1,25,"L",1,1,"",NA,"Hot","CORT"
"2025",1255,"A1","delicata","Male","A_23","CL334_22","E004_F120",111,"31/3/2023","13/4/2023",13,"B_R",25,"C",1,"",1,25,"C",1,1,"",NA,"Cold","Control"
"2026",1257,"D4","delicata","Male","B_23","CL334_22","E004_F120",111,"27/3/2023","13/4/2023",17,"B_R",25,"L",0,"",1,25,"L",1,1,"",NA,"Cold","CORT"
"2027",1258,"G2","delicata","Female","A_28","CL334_22","E004_F120",129,"28/3/2023","13/4/2023",16,"B_R",25,"R",1,"",1,25,"R",1,1,"",NA,"Hot","Control"
"2028",1565,"E1","guichenoti","Female","B_28","CL424_22","E004_M",101,"29/3/2023","13/4/2023",15,"R_B",25,"C",1,"",1,25,"L",1,1,"",NA,"Hot","CORT"
"2029",2081,"G3","guichenoti","Male","B_23","CL562_22","E004_M",52,"3/4/2023","13/4/2023",10,"B_R",25,"C",1,"",1,25,"C",0,1,"",NA,"Cold","CORT"
"2030",1358,"D1","guichenoti","Female","B_28","CL365_22","E005_F120",129,"20/3/2023","13/4/2023",24,"R_B",25,"L",0,"",1,25,"R",0,1,"",NA,"Hot","CORT"
"2031",1340,"F4","guichenoti","Female","B_28","CL360_22","E006_F120",122,"6/4/2023","13/4/2023",7,"R_B",25,"C",1,"",1,25,"C",1,1,"",NA,"Hot","CORT"
"2032",1229,"D4","delicata","Male","B_28","CL326_22","E007_F120",129,"29/3/2023","13/4/2023",15,"R_B",25,"R",0,"",1,25,"L",1,1,"",NA,"Hot","CORT"
"2033",2105,"C4","delicata","Female","B_23","CL569_22","E007_F120",59,"1/4/2023","13/4/2023",12,"B_R",25,"R",0,"",1,25,"C",1,1,"",NA,"Cold","CORT"
"2034",2106,"F3","delicata","Female","A_28","CL569_22","E007_F120",78,"9/4/2023","13/4/2023",4,"B_R",25,"L",NA,"",0,25,"R",0,1,"",NA,"Hot","Control"
"2035",1202,"C2","delicata","Male","B_28","CL319_22","E007_M/E017_M",134,"26/3/2023","13/4/2023",18,"B_R",25,"R",0,"",1,25,"L",0,1,"",NA,"Hot","CORT"
"2036",1410,"A1","delicata","Female","A_28","CL379_22","E008_F120",120,"28/3/2023","13/4/2023",16,"R_B",25,"R",1,"",1,25,"L",1,1,"",NA,"Hot","Control"
"2037",1408,"G2","delicata","Female","B_28","CL379_22","E008_F120",120,"28/3/2023","13/4/2023",16,"R_B",25,"L",1,"",1,25,"C",1,1,"",NA,"Hot","CORT"
"2038",2205,"C2","delicata","Male","A_28","CL595_22","E008_F120",69,"9/4/2023","13/4/2023",4,"B_R",25,"C",NA,"",0,25,"R",1,1,"",NA,"Hot","Control"
"2039",1463,"C1","guichenoti","Female","B_28","CL396_22","E009_F120",111,"27/3/2023","13/4/2023",17,"B_R",25,"R",1,"",1,25,"R",0,1,"",NA,"Hot","CORT"
"2040",1192,"D4","delicata","Male","A_23","CL317_22","E010_M",120,"29/3/2023","13/4/2023",15,"R_B",25,"C",0,"",1,25,"R",0,1,"",NA,"Cold","Control"
"2041",1795,"G3","guichenoti","Female","A_23","CL489_22","E011_F120",66,"5/4/2023","13/4/2023",8,"B_R",25,"L",1,"",1,25,"L",1,1,"",NA,"Cold","Control"
"2042",2073,"A1","delicata","Male","B_23","CL560_22","E011_M/E024_M",57,"22/3/2023","13/4/2023",22,"B_R",25,"C",0,"",1,25,"R",1,1,"",NA,"Cold","CORT"
"2043",1276,"B1","guichenoti","Female","A_28","CL341_22","E012_F120",129,"29/3/2023","13/4/2023",15,"R_B",25,"R",1,"",1,25,"C",1,1,"",NA,"Hot","Control"
"2044",1366,"C1","guichenoti","Female","A_28","CL368_22","E012_F120",127,"1/4/2023","13/4/2023",12,"B_R",25,"C",1,"",1,25,"L",0,1,"",NA,"Hot","Control"
"2045",1401,"A3","delicata","Female","B_28","CL377_22","E014_F120",115,"1/4/2023","13/4/2023",12,"R_B",25,"L",1,"",1,25,"R",1,1,"",NA,"Hot","CORT"
"2046",1399,"B4","delicata","Male","A_23","CL377_22","E014_F120",97,"3/4/2023","13/4/2023",10,"R_B",25,"L",0,"",1,25,"L",1,1,"",NA,"Cold","Control"
"2047",1402,"E2","delicata","Male","A_28","CL377_22","E014_F120",118,"1/4/2023","13/4/2023",12,"R_B",25,"C",1,"",1,25,"L",0,1,"",NA,"Hot","Control"
"2048",1207,"A3","delicata","Female","B_23","CL320_22","E014_M",118,"30/3/2023","13/4/2023",14,"R_B",25,"C",1,"",1,25,"L",1,1,"",NA,"Cold","CORT"
"2049",1205,"B4","delicata","Male","A_28","CL320_22","E014_M",136,"31/3/2023","13/4/2023",13,"R_B",25,"R",1,"",1,25,"C",1,1,"",NA,"Hot","Control"
"2050",1303,"D2","delicata","Female","B_23","CL350_22","E014_M",113,"30/3/2023","13/4/2023",14,"R_B",25,"R",1,"",1,25,"C",1,1,"",NA,"Cold","CORT"
"2051",1580,"F2","guichenoti","Female","B_28","CL428_22","E015_F120",99,"20/3/2023","13/4/2023",24,"R_B",25,"R",1,"",1,25,"C",1,1,"",NA,"Hot","CORT"
"2052",1284,"B2","delicata","Male","B_28","CL345_22","E016_F120",129,"21/3/2023","13/4/2023",23,"B_R",25,"R",0,"",1,25,"C",1,1,"",NA,"Hot","CORT"
"2053",1373,"A2","guichenoti","Female","A_28","CL370_22","E016_F120",120,"24/3/2023","13/4/2023",20,"B_R",25,"C",1,"",1,25,"L",0,1,"",NA,"Hot","Control"
"2054",1371,"D3","guichenoti","Male","A_23","CL370_22","E016_F120",94,"27/3/2023","13/4/2023",17,"B_R",25,"L",0,"",1,25,"R",0,1,"",NA,"Cold","Control"
"2055",1609,"A4","guichenoti","Female","A_28","CL437_22","E016_F120",101,"25/3/2023","13/4/2023",19,"B_R",25,"C",0,"",1,25,"C",1,1,"",NA,"Hot","Control"
"2056",1233,"B2","delicata","Female","B_23","CL327_22","E016_M",115,"31/3/2023","13/4/2023",13,"B_R",25,"C",1,"",1,25,"R",0,1,"",NA,"Cold","CORT"
"2057",1230,"F1","delicata","Female","B_28","CL327_22","E016_M",132,"29/3/2023","13/4/2023",15,"B_R",25,"L",0,"",1,25,"L",1,1,"",NA,"Hot","CORT"
"2058",1328,"G2","delicata","Male","A_23","CL357_22","E016_M",108,"5/4/2023","13/4/2023",8,"R_B",25,"C",0,"",1,25,"L",1,1,"",NA,"Cold","Control"
"2059",1174,"E2","delicata","Male","A_23","CL313_22","E019_F120",132,"31/3/2023","13/4/2023",13,"R_B",25,"R",0,"",1,25,"C",1,1,"",NA,"Cold","Control"
"2060",1172,"E4","delicata","Male","B_28","CL313_22","E019_F120",148,"10/4/2023","13/4/2023",3,"R_B",25,"R",1,"",1,25,"R",1,1,"",NA,"Hot","CORT"
"2061",1382,"A1","delicata","Female","B_28","CL373_22","E019_M",118,"1/4/2023","13/4/2023",12,"B_R",25,"L",1,"",1,25,"R",1,1,"",NA,"Hot","CORT"
"2062",1381,"A3","delicata","Male","A_28","CL373_22","E019_M",122,"30/3/2023","13/4/2023",14,"R_B",25,"R",1,"",1,25,"C",1,1,"",NA,"Hot","Control"
"2063",1240,"B2","delicata","Female","A_28","CL330_22","E020_F120",132,"30/3/2023","13/4/2023",14,"B_R",25,"C",0,"",1,25,"L",0,1,"",NA,"Hot","Control"
"2064",1619,"G4","delicata","Female","B_23","CL440_22","E020_F120",80,"7/4/2023","13/4/2023",6,"R_B",25,"L",1,"",1,25,"L",0,1,"",NA,"Cold","CORT"
"2065",2255,"E2","delicata","Female","B_28","CL607_22","E020_F120",66,"2/4/2023","13/4/2023",11,"B_R",25,"L",0,"",1,25,"R",1,1,"",NA,"Hot","CORT"
"2066",2486,"F3","delicata","Female","B_28","CL677_23","E020_M",45,"2/4/2023","13/4/2023",11,"B_R",25,"R",0,"",1,25,"R",0,1,"",NA,"Hot","CORT"
