"","Value","Treatment"
"Control-Cold1189",0.0674031067295883,"Control-Cold"
"Control-Cold1190",0.0619090239635057,"Control-Cold"
"Control-Cold1191",0.0594958879255703,"Control-Cold"
"Control-Cold1192",0.0528569040857255,"Control-Cold"
"Control-Cold1193",0.0550238909633761,"Control-Cold"
"Control-Cold1194",0.063456913407658,"Control-Cold"
"Control-Cold1195",0.0547668148043161,"Control-Cold"
"Control-Cold1196",0.049372514762097,"Control-Cold"
"Control-Cold1197",0.0695836201755694,"Control-Cold"
"Control-Cold1198",0.0711974413788456,"Control-Cold"
"Control-Cold1199",0.0768305088962184,"Control-Cold"
"Control-Cold1200",0.0481073352602382,"Control-Cold"
"Control-Cold1201",0.0698273300701806,"Control-Cold"
"Control-Cold1202",0.0633254480028884,"Control-Cold"
"Control-Cold1203",0.0609402760800992,"Control-Cold"
"Control-Cold1204",0.0493725924672367,"Control-Cold"
"Control-Cold1205",0.0738619409302982,"Control-Cold"
"Control-Cold1206",0.064540133120968,"Control-Cold"
"Control-Cold1207",0.0594324356628088,"Control-Cold"
"Control-Cold1208",0.0617905907955695,"Control-Cold"
"Control-Cold1209",0.0639455033672267,"Control-Cold"
"Control-Cold1210",0.0768357928255454,"Control-Cold"
"Control-Cold1211",0.048896696906801,"Control-Cold"
"Control-Cold1212",0.0818618590539029,"Control-Cold"
"Control-Cold1213",0.0646093919635865,"Control-Cold"
"Control-Cold1214",0.0515648134766361,"Control-Cold"
"Control-Cold1215",0.0699542837897215,"Control-Cold"
"Control-Cold1216",0.0436633780467526,"Control-Cold"
"Control-Cold1217",0.0573778068606667,"Control-Cold"
"Control-Cold1218",0.0453360206102523,"Control-Cold"
"Control-Cold1219",0.0619343803003218,"Control-Cold"
"Control-Cold1220",0.0649753923498046,"Control-Cold"
"Control-Cold1221",0.059902322276095,"Control-Cold"
"Control-Cold1222",0.0661943671397242,"Control-Cold"
"Control-Cold1223",0.0732402135398484,"Control-Cold"
"Control-Cold1224",0.0569976354725396,"Control-Cold"
"Control-Cold1225",0.0619158867417928,"Control-Cold"
"Control-Cold1226",0.0626565789214558,"Control-Cold"
"Control-Cold1227",0.0590880132514891,"Control-Cold"
"Control-Cold1228",0.0814007303301017,"Control-Cold"
"Control-Cold1229",0.0679655149355744,"Control-Cold"
"Control-Cold1230",0.0634004754781204,"Control-Cold"
"Control-Cold1231",0.052561623801064,"Control-Cold"
"Control-Cold1232",0.0763375100956815,"Control-Cold"
"Control-Cold1233",0.0778465176351682,"Control-Cold"
"Control-Cold1234",0.0580727510764185,"Control-Cold"
"Control-Cold1235",0.0626125198532252,"Control-Cold"
"Control-Cold1236",0.0654871682355782,"Control-Cold"
"Control-Cold1237",0.0687926942110476,"Control-Cold"
"Control-Cold1238",0.0791925755081488,"Control-Cold"
"Control-Cold1239",0.0608861818448978,"Control-Cold"
"Control-Cold1240",0.080520355433089,"Control-Cold"
"Control-Cold1241",0.051569316927633,"Control-Cold"
"Control-Cold1242",0.0739426338411439,"Control-Cold"
"Control-Cold1243",0.0736441499789973,"Control-Cold"
"Control-Cold1244",0.0608277204045758,"Control-Cold"
"Control-Cold1245",0.0623833134707699,"Control-Cold"
"Control-Cold1246",0.054246425647953,"Control-Cold"
"Control-Cold1247",0.0640359679860512,"Control-Cold"
"Control-Cold1248",0.0440795217928901,"Control-Cold"
"Control-Cold1249",0.0543049499994603,"Control-Cold"
"Control-Cold1250",0.0629290780583625,"Control-Cold"
"Control-Cold1251",0.0578028513747233,"Control-Cold"
"Control-Cold1252",0.0692920904314091,"Control-Cold"
"Control-Cold1253",0.0606715332609776,"Control-Cold"
"Control-Cold1254",0.052980912780438,"Control-Cold"
"Control-Cold1255",0.0807595917161098,"Control-Cold"
"Control-Cold1256",0.0589757893536395,"Control-Cold"
"Control-Cold1257",0.0408498138333015,"Control-Cold"
"Control-Cold1258",0.0846652854967497,"Control-Cold"
"Control-Cold1259",0.0374543561713952,"Control-Cold"
"Control-Cold1260",0.0663410076502103,"Control-Cold"
"Control-Cold1261",0.0484284467086639,"Control-Cold"
"Control-Cold1262",0.0546680611792116,"Control-Cold"
"Control-Cold1263",0.0634071549765388,"Control-Cold"
"Control-Cold1264",0.0459736147956379,"Control-Cold"
"Control-Cold1265",0.0706723799973317,"Control-Cold"
"Control-Cold1266",0.0601865614139341,"Control-Cold"
"Control-Cold1267",0.0747304146927029,"Control-Cold"
"Control-Cold1268",0.0673267750799171,"Control-Cold"
"Control-Cold1269",0.0603087001840854,"Control-Cold"
"Control-Cold1270",0.0584338477191941,"Control-Cold"
"Control-Cold1271",0.0559564225128184,"Control-Cold"
"Control-Cold1272",0.0685379159607815,"Control-Cold"
"Control-Cold1273",0.0686090296658489,"Control-Cold"
"Control-Cold1274",0.0667999623087232,"Control-Cold"
"Control-Cold1275",0.0590769800416537,"Control-Cold"
"Control-Cold1276",0.0577879237228299,"Control-Cold"
"Control-Cold1277",0.0783225577481668,"Control-Cold"
"Control-Cold1278",0.0515970964226291,"Control-Cold"
"Control-Cold1279",0.0759057782518197,"Control-Cold"
"Control-Cold1280",0.0534717966413205,"Control-Cold"
"Control-Cold1281",0.0620029355651428,"Control-Cold"
"Control-Cold1282",0.0676500398737758,"Control-Cold"
"Control-Cold1283",0.0635332054652718,"Control-Cold"
"Control-Cold1284",0.0628718845860353,"Control-Cold"
"Control-Cold1285",0.0653079381668346,"Control-Cold"
"Control-Cold1286",0.0510874335291077,"Control-Cold"
"Control-Cold1287",0.0672930482135898,"Control-Cold"
"Control-Cold1288",0.0564206701622454,"Control-Cold"
"Control-Cold1289",0.0760009915144957,"Control-Cold"
"Control-Cold1290",0.0465392688545633,"Control-Cold"
"Control-Cold1291",0.0602523115427699,"Control-Cold"
"Control-Cold1292",0.0517380019615074,"Control-Cold"
"Control-Cold1293",0.0799867102056705,"Control-Cold"
"Control-Cold1294",0.0638303115328785,"Control-Cold"
"Control-Cold1295",0.0652583491449578,"Control-Cold"
"Control-Cold1296",0.0555530197228613,"Control-Cold"
"Control-Cold1297",0.0610315871811832,"Control-Cold"
"Control-Cold1298",0.0764712962356095,"Control-Cold"
"Control-Cold1299",0.0468743230572691,"Control-Cold"
"Control-Cold1300",0.0750155646376251,"Control-Cold"
"Control-Cold1301",0.0544230316702898,"Control-Cold"
"Control-Cold1302",0.0772655118824673,"Control-Cold"
"Control-Cold1303",0.0617164721496841,"Control-Cold"
"Control-Cold1304",0.0567686939318218,"Control-Cold"
"Control-Cold1305",0.0766329728163413,"Control-Cold"
"Control-Cold1306",0.0544455583431885,"Control-Cold"
"Control-Cold1307",0.0609972204694265,"Control-Cold"
"Control-Cold1308",0.0609325857605226,"Control-Cold"
"Control-Cold1309",0.0580941445060232,"Control-Cold"
"Control-Cold1310",0.063477977021093,"Control-Cold"
"Control-Cold1311",0.0668122880971173,"Control-Cold"
"Control-Cold1312",0.0747746478609967,"Control-Cold"
"Control-Cold1313",0.0618619963093802,"Control-Cold"
"Control-Cold1314",0.0463710785552199,"Control-Cold"
"Control-Cold1315",0.0622144617201535,"Control-Cold"
"Control-Cold1316",0.063241589409982,"Control-Cold"
"Control-Cold1317",0.0536205521653756,"Control-Cold"
"Control-Cold1318",0.0516334913931244,"Control-Cold"
"Control-Cold1319",0.0655085928859084,"Control-Cold"
"Control-Cold1320",0.0646867904142872,"Control-Cold"
"Control-Cold1321",0.057828215932878,"Control-Cold"
"Control-Cold1322",0.0537251281686729,"Control-Cold"
"Control-Cold1323",0.0702796756284185,"Control-Cold"
"Control-Cold1324",0.0620771819778272,"Control-Cold"
"Control-Cold1325",0.0624874788506208,"Control-Cold"
"Control-Cold1326",0.0501178003403155,"Control-Cold"
"Control-Cold1327",0.0662194281666954,"Control-Cold"
"Control-Cold1328",0.0746420404463708,"Control-Cold"
"Control-Cold1329",0.0744594895227957,"Control-Cold"
"Control-Cold1330",0.0479558042225603,"Control-Cold"
"Control-Cold1331",0.0601990925717412,"Control-Cold"
"Control-Cold1332",0.0694774408487309,"Control-Cold"
"Control-Cold1333",0.0720441282464208,"Control-Cold"
"Control-Cold1334",0.0539329121235572,"Control-Cold"
"Control-Cold1335",0.0797527754124017,"Control-Cold"
"Control-Cold1336",0.0375770533080541,"Control-Cold"
"Control-Cold1337",0.0543321119655196,"Control-Cold"
"Control-Cold1338",0.0732829002227399,"Control-Cold"
"Control-Cold1339",0.0568671151833929,"Control-Cold"
"Control-Cold1340",0.0669416700423631,"Control-Cold"
"Control-Cold1341",0.0510699356291794,"Control-Cold"
"Control-Cold1342",0.0633136948635863,"Control-Cold"
"Control-Cold1343",0.0618951146576237,"Control-Cold"
"Control-Cold1344",0.0516656516586692,"Control-Cold"
"Control-Cold1345",0.0602687033933071,"Control-Cold"
"Control-Cold1346",0.0615155398308208,"Control-Cold"
"Control-Cold1347",0.0602276831926173,"Control-Cold"
"Control-Cold1348",0.0572017058232354,"Control-Cold"
"Control-Cold1349",0.0607212984077597,"Control-Cold"
"Control-Cold1350",0.0600001152536058,"Control-Cold"
"Control-Cold1351",0.0616228868945443,"Control-Cold"
"Control-Cold1352",0.0613780489906792,"Control-Cold"
"Control-Cold1353",0.0524200524776085,"Control-Cold"
"Control-Cold1354",0.0552936555684044,"Control-Cold"
"Control-Cold1355",0.0578768146526938,"Control-Cold"
"Control-Cold1356",0.0667220518498823,"Control-Cold"
"Control-Cold1357",0.0601004546247893,"Control-Cold"
"Control-Cold1358",0.0619229036155821,"Control-Cold"
"Control-Cold1359",0.0623150348527507,"Control-Cold"
"Control-Cold1360",0.0737169624740409,"Control-Cold"
"Control-Cold1361",0.0728474458421536,"Control-Cold"
"Control-Cold1362",0.0726098986237729,"Control-Cold"
"Control-Cold1363",0.0569262206030488,"Control-Cold"
"Control-Cold1364",0.0630633256091947,"Control-Cold"
"Control-Cold1365",0.0725683756885128,"Control-Cold"
"Control-Cold1366",0.0543622523423212,"Control-Cold"
"Control-Cold1367",0.0697904425810338,"Control-Cold"
"Control-Cold1368",0.0581892514793874,"Control-Cold"
"Control-Cold1369",0.054831034181858,"Control-Cold"
"Control-Cold1370",0.0638965647196379,"Control-Cold"
"Control-Cold1371",0.0567245633053881,"Control-Cold"
"Control-Cold1372",0.0516519124483613,"Control-Cold"
"Control-Cold1373",0.0708036696959123,"Control-Cold"
"Control-Cold1374",0.0618371209318262,"Control-Cold"
"Control-Cold1375",0.0525208651575732,"Control-Cold"
"Control-Cold1376",0.0638783281619041,"Control-Cold"
"Control-Cold1377",0.0705237297616439,"Control-Cold"
"Control-Cold1378",0.0656865208001964,"Control-Cold"
"Control-Cold1379",0.0851518797220705,"Control-Cold"
"Control-Cold1380",0.0568671528397206,"Control-Cold"
"Control-Cold1381",0.0510252365243332,"Control-Cold"
"Control-Cold1382",0.0709227184311787,"Control-Cold"
"Control-Cold1383",0.0556988698018174,"Control-Cold"
"Control-Cold1384",0.0624109899993579,"Control-Cold"
"Control-Cold1385",0.0641074284323714,"Control-Cold"
"Control-Cold1386",0.0519848117986404,"Control-Cold"
"Control-Cold1387",0.0528775678809026,"Control-Cold"
"Control-Cold1388",0.067353884121676,"Control-Cold"
"Control-Cold1389",0.0534047103238429,"Control-Cold"
"Control-Cold1390",0.0653756356719133,"Control-Cold"
"Control-Cold1391",0.0678116290179885,"Control-Cold"
"Control-Cold1392",0.0564644980767853,"Control-Cold"
"Control-Cold1393",0.0571162636895488,"Control-Cold"
"Control-Cold1394",0.0529562690267874,"Control-Cold"
"Control-Cold1395",0.0657658074131346,"Control-Cold"
"Control-Cold1396",0.0662599732267196,"Control-Cold"
"Control-Cold1397",0.0635639912586284,"Control-Cold"
"Control-Cold1398",0.0657780965432578,"Control-Cold"
"Control-Cold1399",0.0571952722943718,"Control-Cold"
"Control-Cold1400",0.0559082851426035,"Control-Cold"
"Control-Cold1401",0.0540395834457355,"Control-Cold"
"Control-Cold1402",0.0748449874935383,"Control-Cold"
"Control-Cold1403",0.0686193798396744,"Control-Cold"
"Control-Cold1404",0.0676618978723809,"Control-Cold"
"Control-Cold1405",0.0582736311236675,"Control-Cold"
"Control-Cold1406",0.0619364757472956,"Control-Cold"
"Control-Cold1407",0.0641522010720046,"Control-Cold"
"Control-Cold1408",0.0593333410485576,"Control-Cold"
"Control-Cold1409",0.0707097893806802,"Control-Cold"
"Control-Cold1410",0.0546800673922828,"Control-Cold"
"Control-Cold1411",0.0557284579101518,"Control-Cold"
"Control-Cold1412",0.0659925512528646,"Control-Cold"
"Control-Cold1413",0.0630030833636615,"Control-Cold"
"Control-Cold1414",0.063844584229857,"Control-Cold"
"Control-Cold1415",0.0564371679335305,"Control-Cold"
"Control-Cold1416",0.0753661360698843,"Control-Cold"
"Control-Cold1417",0.0649508770535774,"Control-Cold"
"Control-Cold1418",0.0463475783366944,"Control-Cold"
"Control-Cold1419",0.047952128233688,"Control-Cold"
"Control-Cold1420",0.0602493493502743,"Control-Cold"
"Control-Cold1421",0.0481917225433486,"Control-Cold"
"Control-Cold1422",0.0625444584880239,"Control-Cold"
"Control-Cold1423",0.0566309662872494,"Control-Cold"
"Control-Cold1424",0.0505728460136251,"Control-Cold"
"Control-Cold1425",0.0555150422752908,"Control-Cold"
"Control-Cold1426",0.0497413469628369,"Control-Cold"
"Control-Cold1427",0.0647627328511311,"Control-Cold"
"Control-Cold1428",0.0623430037847116,"Control-Cold"
"Control-Cold1429",0.0607151918000265,"Control-Cold"
"Control-Cold1430",0.0594986531073475,"Control-Cold"
"Control-Cold1431",0.0676737593814939,"Control-Cold"
"Control-Cold1432",0.0633944315288132,"Control-Cold"
"Control-Cold1433",0.0643816701977338,"Control-Cold"
"Control-Cold1434",0.0654313283810073,"Control-Cold"
"Control-Cold1435",0.0582177443594331,"Control-Cold"
"Control-Cold1436",0.0535031666113661,"Control-Cold"
"Control-Cold1437",0.0731706866184767,"Control-Cold"
"Control-Cold1438",0.0610507311650281,"Control-Cold"
"Control-Cold1439",0.0551287743590557,"Control-Cold"
"Control-Cold1440",0.0616719119496039,"Control-Cold"
"Control-Cold1441",0.0560178970154795,"Control-Cold"
"Control-Cold1442",0.0744799810246264,"Control-Cold"
"Control-Cold1443",0.0522474171645996,"Control-Cold"
"Control-Cold1444",0.0629828031178525,"Control-Cold"
"Control-Cold1445",0.0618982238918037,"Control-Cold"
"Control-Cold1446",0.0532483205596601,"Control-Cold"
"Control-Cold1447",0.0630932126154352,"Control-Cold"
"Control-Cold1448",0.0622372440970145,"Control-Cold"
"Control-Cold1449",0.0522768756681947,"Control-Cold"
"Control-Cold1450",0.06160089142323,"Control-Cold"
"Control-Cold1451",0.0630423293278963,"Control-Cold"
"Control-Cold1452",0.058153532579615,"Control-Cold"
"Control-Cold1453",0.0780283635454156,"Control-Cold"
"Control-Cold1454",0.0614845641897766,"Control-Cold"
"Control-Cold1455",0.0566149185813271,"Control-Cold"
"Control-Cold1456",0.080887055972028,"Control-Cold"
"Control-Cold1457",0.0496640853073006,"Control-Cold"
"Control-Cold1458",0.0807794646086142,"Control-Cold"
"Control-Cold1459",0.0534258472884422,"Control-Cold"
"Control-Cold1460",0.0474490324637534,"Control-Cold"
"Control-Cold1461",0.0540935536716464,"Control-Cold"
"Control-Cold1462",0.0782361638662854,"Control-Cold"
"Control-Cold1463",0.0588845261817837,"Control-Cold"
"Control-Cold1464",0.0383089174627825,"Control-Cold"
"Control-Cold1465",0.06391949307359,"Control-Cold"
"Control-Cold1466",0.0651467248526391,"Control-Cold"
"Control-Cold1467",0.0495349294002784,"Control-Cold"
"Control-Cold1468",0.0799646633156301,"Control-Cold"
"Control-Cold1469",0.0714001122595007,"Control-Cold"
"Control-Cold1470",0.0411050617077591,"Control-Cold"
"Control-Cold1471",0.0657129499805756,"Control-Cold"
"Control-Cold1472",0.0579187175785119,"Control-Cold"
"Control-Cold1473",0.0593093214796686,"Control-Cold"
"Control-Cold1474",0.061468037562032,"Control-Cold"
"Control-Cold1475",0.052790300099514,"Control-Cold"
"Control-Cold1476",0.0629647735505559,"Control-Cold"
"Control-Cold1477",0.0606568736753934,"Control-Cold"
"Control-Cold1478",0.0575592738686468,"Control-Cold"
"Control-Cold1479",0.0676287930123592,"Control-Cold"
"Control-Cold1480",0.0567559842064908,"Control-Cold"
"Control-Cold1481",0.0717425771970804,"Control-Cold"
"Control-Cold1482",0.0559475244626004,"Control-Cold"
"Control-Cold1483",0.0596686677877343,"Control-Cold"
"Control-Cold1484",0.0582275906469275,"Control-Cold"
"Control-Cold1485",0.0572820613374265,"Control-Cold"
"Control-Cold1486",0.0510729992009485,"Control-Cold"
"Control-Cold1487",0.0583216632633649,"Control-Cold"
"Control-Cold1488",0.0673686619188562,"Control-Cold"
"Control-Cold1489",0.0683865163009992,"Control-Cold"
"Control-Cold1490",0.0676094277072423,"Control-Cold"
"Control-Cold1491",0.0661939151481924,"Control-Cold"
"Control-Cold1492",0.0627384130795076,"Control-Cold"
"Control-Cold1493",0.0604026834346848,"Control-Cold"
"Control-Cold1494",0.0609661538716349,"Control-Cold"
"Control-Cold1495",0.0589289884049688,"Control-Cold"
"Control-Cold1496",0.0671780208703259,"Control-Cold"
"Control-Cold1497",0.0618164005778505,"Control-Cold"
"Control-Cold1498",0.071613320807838,"Control-Cold"
"Control-Cold1499",0.0553268714009602,"Control-Cold"
"Control-Cold1500",0.0629690847740611,"Control-Cold"
"Control-Cold1501",0.0672325731454503,"Control-Cold"
"Control-Cold1502",0.0579781685944476,"Control-Cold"
"Control-Cold1503",0.0642314357773,"Control-Cold"
"Control-Cold1504",0.048795102960487,"Control-Cold"
"Control-Cold1505",0.059047657200816,"Control-Cold"
"Control-Cold1506",0.0513508188943688,"Control-Cold"
"Control-Cold1507",0.0573339741650607,"Control-Cold"
"Control-Cold1508",0.0657633491057115,"Control-Cold"
"Control-Cold1509",0.0507118235169615,"Control-Cold"
"Control-Cold1510",0.0594826978121536,"Control-Cold"
"Control-Cold1511",0.0593585073830573,"Control-Cold"
"Control-Cold1512",0.062280467499997,"Control-Cold"
"Control-Cold1513",0.0700411747794864,"Control-Cold"
"Control-Cold1514",0.0709186948904381,"Control-Cold"
"Control-Cold1515",0.0701002578275603,"Control-Cold"
"Control-Cold1516",0.0655541005981119,"Control-Cold"
"Control-Cold1517",0.0520705696725776,"Control-Cold"
"Control-Cold1518",0.0685310261858766,"Control-Cold"
"Control-Cold1519",0.0620258178954516,"Control-Cold"
"Control-Cold1520",0.0689712528798811,"Control-Cold"
"Control-Cold1521",0.0640998265021197,"Control-Cold"
"Control-Cold1522",0.0735513561761023,"Control-Cold"
"Control-Cold1523",0.0699699043323728,"Control-Cold"
"Control-Cold1524",0.0515897687942292,"Control-Cold"
"Control-Cold1525",0.0678734499270639,"Control-Cold"
"Control-Cold1526",0.0824547881588478,"Control-Cold"
"Control-Cold1527",0.0696690930210491,"Control-Cold"
"Control-Cold1528",0.066838145688492,"Control-Cold"
"Control-Cold1529",0.0628296843848202,"Control-Cold"
"Control-Cold1530",0.0609727770129409,"Control-Cold"
"Control-Cold1531",0.0700292386338474,"Control-Cold"
"Control-Cold1532",0.065868589042608,"Control-Cold"
"Control-Cold1533",0.0584396897897772,"Control-Cold"
"Control-Cold1534",0.0614770509508988,"Control-Cold"
"Control-Cold1535",0.0692083011506487,"Control-Cold"
"Control-Cold1536",0.0695112849477985,"Control-Cold"
"Control-Cold1537",0.0479103589278149,"Control-Cold"
"Control-Cold1538",0.0817533741734449,"Control-Cold"
"Control-Cold1539",0.0528983352711583,"Control-Cold"
"Control-Cold1540",0.0676753250274585,"Control-Cold"
"Control-Cold1541",0.0716156005987818,"Control-Cold"
"Control-Cold1542",0.0721230700638404,"Control-Cold"
"Control-Cold1543",0.0492459579999056,"Control-Cold"
"Control-Cold1544",0.0743408892855813,"Control-Cold"
"Control-Cold1545",0.0464258889317362,"Control-Cold"
"Control-Cold1546",0.0744619883273125,"Control-Cold"
"Control-Cold1547",0.0662302723819977,"Control-Cold"
"Control-Cold1548",0.0439481901727868,"Control-Cold"
"Control-Cold1549",0.0636783783695132,"Control-Cold"
"Control-Cold1550",0.0719405781877399,"Control-Cold"
"Control-Cold1551",0.0625403104152014,"Control-Cold"
"Control-Cold1552",0.086118515636715,"Control-Cold"
"Control-Cold1553",0.066559110074726,"Control-Cold"
"Control-Cold1554",0.0500907453960892,"Control-Cold"
"Control-Cold1555",0.0750452779956521,"Control-Cold"
"Control-Cold1556",0.0573448825322827,"Control-Cold"
"Control-Cold1557",0.0626278129991515,"Control-Cold"
"Control-Cold1558",0.0461004517153022,"Control-Cold"
"Control-Cold1559",0.0626605306470185,"Control-Cold"
"Control-Cold1560",0.0609030004161443,"Control-Cold"
"Control-Cold1561",0.0634414664624859,"Control-Cold"
"Control-Cold1562",0.0622561977819786,"Control-Cold"
"Control-Cold1563",0.067710565135897,"Control-Cold"
"Control-Cold1564",0.0577116910004977,"Control-Cold"
"Control-Cold1565",0.0703990561045214,"Control-Cold"
"Control-Cold1566",0.0608722540595417,"Control-Cold"
"Control-Cold1567",0.0623315796940909,"Control-Cold"
"Control-Cold1568",0.0534799865169269,"Control-Cold"
"Control-Cold1569",0.0776846141116318,"Control-Cold"
"Control-Cold1570",0.0771202755021939,"Control-Cold"
"Control-Cold1571",0.0597243478479184,"Control-Cold"
"Control-Cold1572",0.0661223130323927,"Control-Cold"
"Control-Cold1573",0.0534455369142465,"Control-Cold"
"Control-Cold1574",0.0706609209977048,"Control-Cold"
"Control-Cold1575",0.0736522732462439,"Control-Cold"
"Control-Cold1576",0.0516175598341149,"Control-Cold"
"Control-Cold1577",0.0748861863814777,"Control-Cold"
"Control-Cold1578",0.0665753481863517,"Control-Cold"
"Control-Cold1579",0.0554360782345581,"Control-Cold"
"Control-Cold1580",0.0648622196724317,"Control-Cold"
"Control-Cold1581",0.0556978771080916,"Control-Cold"
"Control-Cold1582",0.0591601733839856,"Control-Cold"
"Control-Cold1583",0.0611019644579734,"Control-Cold"
"Control-Cold1584",0.0649365633019978,"Control-Cold"
"Control-Cold1585",0.0637085478230994,"Control-Cold"
"Control-Cold1586",0.0608757789062936,"Control-Cold"
"Control-Cold1587",0.0590300679020836,"Control-Cold"
"Control-Cold1588",0.0565767795024456,"Control-Cold"
"Control-Cold1589",0.0658565147261922,"Control-Cold"
"Control-Cold1590",0.0731799791834813,"Control-Cold"
"Control-Cold1591",0.0614183357089601,"Control-Cold"
"Control-Cold1592",0.074411969450908,"Control-Cold"
"Control-Cold1593",0.048464824369265,"Control-Cold"
"Control-Cold1594",0.0726471536569504,"Control-Cold"
"Control-Cold1595",0.0697117715531639,"Control-Cold"
"Control-Cold1596",0.0575273430327002,"Control-Cold"
"Control-Cold1597",0.0783818898313233,"Control-Cold"
"Control-Cold1598",0.0533792413608685,"Control-Cold"
"Control-Cold1599",0.0651802220556699,"Control-Cold"
"Control-Cold1600",0.0577045620876243,"Control-Cold"
"Control-Cold1601",0.0614671120564046,"Control-Cold"
"Control-Cold1602",0.0534827330874739,"Control-Cold"
"Control-Cold1603",0.0580223791658135,"Control-Cold"
"Control-Cold1604",0.0601514854531638,"Control-Cold"
"Control-Cold1605",0.0893466862122081,"Control-Cold"
"Control-Cold1606",0.0622264130420997,"Control-Cold"
"Control-Cold1607",0.0607985209999526,"Control-Cold"
"Control-Cold1608",0.07003304486205,"Control-Cold"
"Control-Cold1609",0.0648518242701902,"Control-Cold"
"Control-Cold1610",0.0694581675521324,"Control-Cold"
"Control-Cold1611",0.062851278586937,"Control-Cold"
"Control-Cold1612",0.0641776677549598,"Control-Cold"
"Control-Cold1613",0.0687818134984745,"Control-Cold"
"Control-Cold1614",0.0681612061703796,"Control-Cold"
"Control-Cold1615",0.0775110487750891,"Control-Cold"
"Control-Cold1616",0.0643441745049699,"Control-Cold"
"Control-Cold1617",0.0600314291984754,"Control-Cold"
"Control-Cold1618",0.0621368402867287,"Control-Cold"
"Control-Cold1619",0.0454746880514768,"Control-Cold"
"Control-Cold1620",0.0689902787737969,"Control-Cold"
"Control-Cold1621",0.0496187630229192,"Control-Cold"
"Control-Cold1622",0.0782357143260822,"Control-Cold"
"Control-Cold1623",0.0607650676005673,"Control-Cold"
"Control-Cold1624",0.0716963905601556,"Control-Cold"
"Control-Cold1625",0.0631634289700068,"Control-Cold"
"Control-Cold1626",0.0659109858985751,"Control-Cold"
"Control-Cold1627",0.0605305560681871,"Control-Cold"
"Control-Cold1628",0.0658844862201748,"Control-Cold"
"Control-Cold1629",0.0545255010065409,"Control-Cold"
"Control-Cold1630",0.0597772325036928,"Control-Cold"
"Control-Cold1631",0.0692960830821695,"Control-Cold"
"Control-Cold1632",0.0525057548426117,"Control-Cold"
"Control-Cold1633",0.0677562645767222,"Control-Cold"
"Control-Cold1634",0.0715816591011155,"Control-Cold"
"Control-Cold1635",0.058296528449229,"Control-Cold"
"Control-Cold1636",0.0520946172021747,"Control-Cold"
"Control-Cold1637",0.0743113203235235,"Control-Cold"
"Control-Cold1638",0.0437460386490693,"Control-Cold"
"Control-Cold1639",0.0663122033487819,"Control-Cold"
"Control-Cold1640",0.0799386844596056,"Control-Cold"
"Control-Cold1641",0.0704740089700785,"Control-Cold"
"Control-Cold1642",0.0712299557069521,"Control-Cold"
"Control-Cold1643",0.0573498833468736,"Control-Cold"
"Control-Cold1644",0.0506739109429733,"Control-Cold"
"Control-Cold1645",0.0559999876920659,"Control-Cold"
"Control-Cold1646",0.0661982257660869,"Control-Cold"
"Control-Cold1647",0.0597997114892692,"Control-Cold"
"Control-Cold1648",0.0597312376617076,"Control-Cold"
"Control-Cold1649",0.0413997874468695,"Control-Cold"
"Control-Cold1650",0.0482016334005451,"Control-Cold"
"Control-Cold1651",0.0565690168902655,"Control-Cold"
"Control-Cold1652",0.0654854450470559,"Control-Cold"
"Control-Cold1653",0.0678450938072672,"Control-Cold"
"Control-Cold1654",0.0749004692854025,"Control-Cold"
"Control-Cold1655",0.0565596897594286,"Control-Cold"
"Control-Cold1656",0.0582979500875314,"Control-Cold"
"Control-Cold1657",0.0632739606189973,"Control-Cold"
"Control-Cold1658",0.0567297209016866,"Control-Cold"
"Control-Cold1659",0.0712134005798609,"Control-Cold"
"Control-Cold1660",0.0516857603723128,"Control-Cold"
"Control-Cold1661",0.0523892848433572,"Control-Cold"
"Control-Cold1662",0.0453332923913109,"Control-Cold"
"Control-Cold1663",0.0885291563985186,"Control-Cold"
"Control-Cold1664",0.0413538292890442,"Control-Cold"
"Control-Cold1665",0.0698594390253529,"Control-Cold"
"Control-Cold1666",0.0730586783749025,"Control-Cold"
"Control-Cold1667",0.0742457406545284,"Control-Cold"
"Control-Cold1668",0.0770813791246773,"Control-Cold"
"Control-Cold1669",0.0641881915349514,"Control-Cold"
"Control-Cold1670",0.0623751076680062,"Control-Cold"
"Control-Cold1671",0.0709956747238347,"Control-Cold"
"Control-Cold1672",0.0538885716814932,"Control-Cold"
"Control-Cold1673",0.0622144530921281,"Control-Cold"
"Control-Cold1674",0.06156352185663,"Control-Cold"
"Control-Cold1675",0.0705297300301622,"Control-Cold"
"Control-Cold1676",0.0559914960308441,"Control-Cold"
"Control-Cold1677",0.0579884356705901,"Control-Cold"
"Control-Cold1678",0.0597170845614611,"Control-Cold"
"Control-Cold1679",0.0676809697366064,"Control-Cold"
"Control-Cold1680",0.0689736797135104,"Control-Cold"
"Control-Cold1681",0.0552063780844101,"Control-Cold"
"Control-Cold1682",0.0502406062669571,"Control-Cold"
"Control-Cold1683",0.0548926613489106,"Control-Cold"
"Control-Cold1684",0.0745916655362517,"Control-Cold"
"Control-Cold1685",0.0678794175401132,"Control-Cold"
"Control-Cold1686",0.0657047961368029,"Control-Cold"
"Control-Cold1687",0.0641390245566585,"Control-Cold"
"Control-Cold1688",0.0579437529877192,"Control-Cold"
"Control-Cold1689",0.0593134804764772,"Control-Cold"
