"","Value","Treatment"
"Control-Hot151",0.0497148290215863,"Control-Hot"
"Control-Hot152",0.0309901160559736,"Control-Hot"
"Control-Hot153",0.0376338538534373,"Control-Hot"
"Control-Hot154",0.0393760649343618,"Control-Hot"
"Control-Hot155",0.0524362908326915,"Control-Hot"
"Control-Hot156",0.0424972707607008,"Control-Hot"
"Control-Hot157",0.0509312069759738,"Control-Hot"
"Control-Hot158",0.0429069943105653,"Control-Hot"
"Control-Hot159",0.0408330520523896,"Control-Hot"
"Control-Hot160",0.0625536289579223,"Control-Hot"
"Control-Hot161",0.0255911372734472,"Control-Hot"
"Control-Hot162",0.0523637519783978,"Control-Hot"
"Control-Hot163",0.050993381561801,"Control-Hot"
"Control-Hot164",0.0352360519028101,"Control-Hot"
"Control-Hot165",0.0534213320719043,"Control-Hot"
"Control-Hot166",0.0447058370140751,"Control-Hot"
"Control-Hot167",0.0420614215170325,"Control-Hot"
"Control-Hot168",0.0225108574848023,"Control-Hot"
"Control-Hot169",0.0330023203682412,"Control-Hot"
"Control-Hot170",0.052000416362507,"Control-Hot"
"Control-Hot171",0.0349290553386834,"Control-Hot"
"Control-Hot172",0.0353110890678249,"Control-Hot"
"Control-Hot173",0.0512314096540069,"Control-Hot"
"Control-Hot174",0.0330861184131147,"Control-Hot"
"Control-Hot175",0.0370163792583297,"Control-Hot"
"Control-Hot176",0.0520907700671509,"Control-Hot"
"Control-Hot177",0.0460226092259516,"Control-Hot"
"Control-Hot178",0.0384501081447268,"Control-Hot"
"Control-Hot179",0.0575401203421635,"Control-Hot"
"Control-Hot180",0.0435442866849387,"Control-Hot"
"Control-Hot181",0.062753494119598,"Control-Hot"
"Control-Hot182",0.0343954506990861,"Control-Hot"
"Control-Hot183",0.0434762997948561,"Control-Hot"
"Control-Hot184",0.0600271250322134,"Control-Hot"
"Control-Hot185",0.0369962690568086,"Control-Hot"
"Control-Hot186",0.0563572094181361,"Control-Hot"
"Control-Hot187",0.0298705961513713,"Control-Hot"
"Control-Hot188",0.0540664491099024,"Control-Hot"
"Control-Hot189",0.0448478316985193,"Control-Hot"
"Control-Hot190",0.0474542753462643,"Control-Hot"
"Control-Hot191",0.0470263372541491,"Control-Hot"
"Control-Hot192",0.0356163005698446,"Control-Hot"
"Control-Hot193",0.0434133008111752,"Control-Hot"
"Control-Hot194",0.0591766007136916,"Control-Hot"
"Control-Hot195",0.0331172451079494,"Control-Hot"
"Control-Hot196",0.0483402394693668,"Control-Hot"
"Control-Hot197",0.0382708356777384,"Control-Hot"
"Control-Hot198",0.0375149950650642,"Control-Hot"
"Control-Hot199",0.0424851882899453,"Control-Hot"
"Control-Hot200",0.0509420956310282,"Control-Hot"
"Control-Hot201",0.0316534438156961,"Control-Hot"
"Control-Hot202",0.0412165137891994,"Control-Hot"
"Control-Hot203",0.0396413792041982,"Control-Hot"
"Control-Hot204",0.0563377025985711,"Control-Hot"
"Control-Hot205",0.0428685778238628,"Control-Hot"
"Control-Hot206",0.0587026277053884,"Control-Hot"
"Control-Hot207",0.0528543913224437,"Control-Hot"
"Control-Hot208",0.0341242969453413,"Control-Hot"
"Control-Hot209",0.0455113571359474,"Control-Hot"
"Control-Hot210",0.0536513093578197,"Control-Hot"
"Control-Hot211",0.0354986455227645,"Control-Hot"
"Control-Hot212",0.0405570012511287,"Control-Hot"
"Control-Hot213",0.0359275487314385,"Control-Hot"
"Control-Hot214",0.0467988011189588,"Control-Hot"
"Control-Hot215",0.0297326727488847,"Control-Hot"
"Control-Hot216",0.0541585997681831,"Control-Hot"
"Control-Hot217",0.0476008697521552,"Control-Hot"
"Control-Hot218",0.0526831832626716,"Control-Hot"
"Control-Hot219",0.0531452662057162,"Control-Hot"
"Control-Hot220",0.0453392364419843,"Control-Hot"
"Control-Hot221",0.0414132452443488,"Control-Hot"
"Control-Hot222",0.032441134873532,"Control-Hot"
"Control-Hot223",0.048811898435309,"Control-Hot"
"Control-Hot224",0.0408195682441659,"Control-Hot"
"Control-Hot225",0.0438134969047668,"Control-Hot"
"Control-Hot226",0.0381297332854931,"Control-Hot"
"Control-Hot227",0.0366616604290721,"Control-Hot"
"Control-Hot228",0.0360839299435006,"Control-Hot"
"Control-Hot229",0.051142916155166,"Control-Hot"
"Control-Hot230",0.0397958710681255,"Control-Hot"
"Control-Hot231",0.0267266715145637,"Control-Hot"
"Control-Hot232",0.0639302515500188,"Control-Hot"
"Control-Hot233",0.0311720190809824,"Control-Hot"
"Control-Hot234",0.0349590897192797,"Control-Hot"
"Control-Hot235",0.0473875768981124,"Control-Hot"
"Control-Hot236",0.039500209513638,"Control-Hot"
"Control-Hot237",0.0502873937309774,"Control-Hot"
"Control-Hot238",0.0491392174087012,"Control-Hot"
"Control-Hot239",0.0408773771969602,"Control-Hot"
"Control-Hot240",0.0488992340176677,"Control-Hot"
"Control-Hot241",0.0482096911002361,"Control-Hot"
"Control-Hot242",0.0429454226174784,"Control-Hot"
"Control-Hot243",0.0613143885851334,"Control-Hot"
"Control-Hot244",0.0433860265016146,"Control-Hot"
"Control-Hot245",0.062764406050035,"Control-Hot"
"Control-Hot246",0.0464061319908984,"Control-Hot"
"Control-Hot247",0.0234915017419866,"Control-Hot"
"Control-Hot248",0.0443854235745249,"Control-Hot"
"Control-Hot249",0.0336552726350399,"Control-Hot"
"Control-Hot250",0.0371856518819912,"Control-Hot"
"Control-Hot251",0.0493463944644582,"Control-Hot"
"Control-Hot252",0.0419347939413208,"Control-Hot"
"Control-Hot253",0.0579279400556806,"Control-Hot"
"Control-Hot254",0.0427495596718295,"Control-Hot"
"Control-Hot255",0.0458457709622082,"Control-Hot"
"Control-Hot256",0.0638112135898027,"Control-Hot"
"Control-Hot257",0.0345774035988164,"Control-Hot"
"Control-Hot258",0.0476175933648018,"Control-Hot"
"Control-Hot259",0.041085355381919,"Control-Hot"
"Control-Hot260",0.0463149892585886,"Control-Hot"
"Control-Hot261",0.0467816988932607,"Control-Hot"
"Control-Hot262",0.0390475403008414,"Control-Hot"
"Control-Hot263",0.0379225499389231,"Control-Hot"
"Control-Hot264",0.0384257434105891,"Control-Hot"
"Control-Hot265",0.0359692789590057,"Control-Hot"
"Control-Hot266",0.0410656769084511,"Control-Hot"
"Control-Hot267",0.0587151932382633,"Control-Hot"
"Control-Hot268",0.0549951806111022,"Control-Hot"
"Control-Hot269",0.0381602710580681,"Control-Hot"
"Control-Hot270",0.049452685104903,"Control-Hot"
"Control-Hot271",0.0464595941345876,"Control-Hot"
"Control-Hot272",0.0496559342828,"Control-Hot"
"Control-Hot273",0.0538272868949807,"Control-Hot"
"Control-Hot274",0.0452002579015196,"Control-Hot"
"Control-Hot275",0.0603723084227643,"Control-Hot"
"Control-Hot276",0.0389685608825212,"Control-Hot"
"Control-Hot277",0.0465709054492705,"Control-Hot"
"Control-Hot278",0.0443494974470041,"Control-Hot"
"Control-Hot279",0.0476816401596811,"Control-Hot"
"Control-Hot280",0.0435013525218221,"Control-Hot"
"Control-Hot281",0.044707813003087,"Control-Hot"
"Control-Hot282",0.046454544460217,"Control-Hot"
"Control-Hot283",0.0389678857428863,"Control-Hot"
"Control-Hot284",0.0343404173903283,"Control-Hot"
"Control-Hot285",0.0506377493950566,"Control-Hot"
"Control-Hot286",0.0422252165073085,"Control-Hot"
"Control-Hot287",0.0361978753314413,"Control-Hot"
"Control-Hot288",0.0341865468583019,"Control-Hot"
"Control-Hot289",0.0489468656598395,"Control-Hot"
"Control-Hot290",0.0445530910224622,"Control-Hot"
"Control-Hot291",0.0402216995719796,"Control-Hot"
"Control-Hot292",0.0483424248525801,"Control-Hot"
"Control-Hot293",0.0472793564744441,"Control-Hot"
"Control-Hot294",0.0482023570264805,"Control-Hot"
"Control-Hot295",0.0450610095276359,"Control-Hot"
"Control-Hot296",0.0371680533742255,"Control-Hot"
"Control-Hot297",0.0358689760425781,"Control-Hot"
"Control-Hot298",0.0201123025313693,"Control-Hot"
"Control-Hot299",0.0230136193858558,"Control-Hot"
"Control-Hot300",0.0360061595621486,"Control-Hot"
"Control-Hot301",0.0624958827176703,"Control-Hot"
"Control-Hot302",0.0332964274317335,"Control-Hot"
"Control-Hot303",0.0602483610131438,"Control-Hot"
"Control-Hot304",0.0443624419985345,"Control-Hot"
"Control-Hot305",0.0325208424819006,"Control-Hot"
"Control-Hot306",0.0570548772565559,"Control-Hot"
"Control-Hot307",0.0388652132661544,"Control-Hot"
"Control-Hot308",0.054829349814996,"Control-Hot"
"Control-Hot309",0.0392795449245844,"Control-Hot"
"Control-Hot310",0.0482984829540526,"Control-Hot"
"Control-Hot311",0.0446013140496256,"Control-Hot"
"Control-Hot312",0.0343324708115447,"Control-Hot"
"Control-Hot313",0.0514482578756577,"Control-Hot"
"Control-Hot314",0.0421945166289009,"Control-Hot"
"Control-Hot315",0.0618089950272072,"Control-Hot"
"Control-Hot316",0.054721174988917,"Control-Hot"
"Control-Hot317",0.0384239771375351,"Control-Hot"
"Control-Hot318",0.0337019308424639,"Control-Hot"
"Control-Hot319",0.0489640563392623,"Control-Hot"
"Control-Hot320",0.0454282043891177,"Control-Hot"
"Control-Hot321",0.0437981769299626,"Control-Hot"
"Control-Hot322",0.0478285535491011,"Control-Hot"
"Control-Hot323",0.032831527652802,"Control-Hot"
"Control-Hot324",0.0338523559468301,"Control-Hot"
"Control-Hot325",0.0500094775499232,"Control-Hot"
"Control-Hot326",0.0310086285004761,"Control-Hot"
"Control-Hot327",0.0355416152650667,"Control-Hot"
"Control-Hot328",0.0432383370271269,"Control-Hot"
"Control-Hot329",0.0347678671253817,"Control-Hot"
"Control-Hot330",0.0387252365617566,"Control-Hot"
"Control-Hot331",0.0400800077981204,"Control-Hot"
"Control-Hot332",0.0535465846994775,"Control-Hot"
"Control-Hot333",0.0473104190092398,"Control-Hot"
"Control-Hot334",0.058191715655874,"Control-Hot"
"Control-Hot335",0.0535159368213353,"Control-Hot"
"Control-Hot336",0.046237665350804,"Control-Hot"
"Control-Hot337",0.0496386231255906,"Control-Hot"
"Control-Hot338",0.0381757114406836,"Control-Hot"
"Control-Hot339",0.0486750315571289,"Control-Hot"
"Control-Hot340",0.0266931407728383,"Control-Hot"
"Control-Hot341",0.0305935263012913,"Control-Hot"
"Control-Hot342",0.0511127908371146,"Control-Hot"
"Control-Hot343",0.0402968137504261,"Control-Hot"
"Control-Hot344",0.0356531604404355,"Control-Hot"
"Control-Hot345",0.0499748798771535,"Control-Hot"
"Control-Hot346",0.0532745510596347,"Control-Hot"
"Control-Hot347",0.0461564446228882,"Control-Hot"
"Control-Hot348",0.0395353806160708,"Control-Hot"
"Control-Hot349",0.0227333153277361,"Control-Hot"
"Control-Hot350",0.0466126997634122,"Control-Hot"
"Control-Hot351",0.0191077744651361,"Control-Hot"
"Control-Hot352",0.0546707542690792,"Control-Hot"
"Control-Hot353",0.0539616966758416,"Control-Hot"
"Control-Hot354",0.0461969424797785,"Control-Hot"
"Control-Hot355",0.0422189875565846,"Control-Hot"
"Control-Hot356",0.0460296806425726,"Control-Hot"
"Control-Hot357",0.053838077001281,"Control-Hot"
"Control-Hot358",0.0423234931096238,"Control-Hot"
"Control-Hot359",0.0423881615556323,"Control-Hot"
"Control-Hot360",0.0457269025418234,"Control-Hot"
"Control-Hot361",0.0396465252833666,"Control-Hot"
"Control-Hot362",0.0594484311684101,"Control-Hot"
"Control-Hot363",0.0265340810203612,"Control-Hot"
"Control-Hot364",0.0542087342489041,"Control-Hot"
"Control-Hot365",0.0231441208552155,"Control-Hot"
"Control-Hot366",0.0543958981853676,"Control-Hot"
"Control-Hot367",0.0492688178174586,"Control-Hot"
"Control-Hot368",0.0441121806103995,"Control-Hot"
"Control-Hot369",0.0457095705354691,"Control-Hot"
"Control-Hot370",0.0255236591230569,"Control-Hot"
"Control-Hot371",0.0551851642612058,"Control-Hot"
"Control-Hot372",0.0467298885409268,"Control-Hot"
"Control-Hot373",0.0437990150308809,"Control-Hot"
"Control-Hot374",0.0468159145985688,"Control-Hot"
"Control-Hot375",0.0492567363321499,"Control-Hot"
"Control-Hot376",0.0645302631322328,"Control-Hot"
"Control-Hot377",0.0712042761108759,"Control-Hot"
"Control-Hot378",0.0541826799286611,"Control-Hot"
"Control-Hot379",0.0418215448569917,"Control-Hot"
"Control-Hot380",0.0380749868032866,"Control-Hot"
"Control-Hot381",0.0581192362920766,"Control-Hot"
"Control-Hot382",0.0301898725814492,"Control-Hot"
"Control-Hot383",0.0471753259192336,"Control-Hot"
"Control-Hot384",0.0364891125384932,"Control-Hot"
"Control-Hot385",0.0376270404133162,"Control-Hot"
"Control-Hot386",0.0434387687039741,"Control-Hot"
"Control-Hot387",0.0454842222308984,"Control-Hot"
"Control-Hot388",0.0384473669925293,"Control-Hot"
"Control-Hot389",0.034861075705535,"Control-Hot"
"Control-Hot390",0.0444690729071333,"Control-Hot"
"Control-Hot391",0.0510118416578495,"Control-Hot"
"Control-Hot392",0.0519374814254251,"Control-Hot"
"Control-Hot393",0.0457080248303639,"Control-Hot"
"Control-Hot394",0.029530972883071,"Control-Hot"
"Control-Hot395",0.0506471450720134,"Control-Hot"
"Control-Hot396",0.0265311436494805,"Control-Hot"
"Control-Hot397",0.0462579781579191,"Control-Hot"
"Control-Hot398",0.0569004521521076,"Control-Hot"
"Control-Hot399",0.0466322131560665,"Control-Hot"
"Control-Hot400",0.030463168255347,"Control-Hot"
"Control-Hot401",0.0382548727114649,"Control-Hot"
"Control-Hot402",0.0366283088238855,"Control-Hot"
"Control-Hot403",0.0332485806224892,"Control-Hot"
"Control-Hot404",0.0494576347046867,"Control-Hot"
"Control-Hot405",0.0417033677192246,"Control-Hot"
"Control-Hot406",0.0342335578615367,"Control-Hot"
"Control-Hot407",0.0577083688661271,"Control-Hot"
"Control-Hot408",0.0390563641230734,"Control-Hot"
"Control-Hot409",0.0446890218169608,"Control-Hot"
"Control-Hot410",0.045905715603081,"Control-Hot"
"Control-Hot411",0.0582655035049463,"Control-Hot"
"Control-Hot412",0.0293301337544364,"Control-Hot"
"Control-Hot413",0.0484617655201454,"Control-Hot"
"Control-Hot414",0.0371731811279982,"Control-Hot"
"Control-Hot415",0.0407309886511603,"Control-Hot"
"Control-Hot416",0.0332420598899131,"Control-Hot"
"Control-Hot417",0.0565617139940414,"Control-Hot"
"Control-Hot418",0.0336419277281171,"Control-Hot"
"Control-Hot419",0.0492982410029457,"Control-Hot"
"Control-Hot420",0.0305746821147916,"Control-Hot"
"Control-Hot421",0.0421168336164079,"Control-Hot"
"Control-Hot422",0.0459804261516596,"Control-Hot"
"Control-Hot423",0.0337369473253464,"Control-Hot"
"Control-Hot424",0.0376266686864715,"Control-Hot"
"Control-Hot425",0.0427389324649629,"Control-Hot"
"Control-Hot426",0.0460721337899873,"Control-Hot"
"Control-Hot427",0.035797942679755,"Control-Hot"
"Control-Hot428",0.0433505636575907,"Control-Hot"
"Control-Hot429",0.041208209728252,"Control-Hot"
"Control-Hot430",0.041190341711323,"Control-Hot"
"Control-Hot431",0.0307573757685183,"Control-Hot"
"Control-Hot432",0.0320953675303858,"Control-Hot"
"Control-Hot433",0.0362006299362454,"Control-Hot"
"Control-Hot434",0.0368038169291527,"Control-Hot"
"Control-Hot435",0.0548775986264437,"Control-Hot"
"Control-Hot436",0.0335243163189505,"Control-Hot"
"Control-Hot437",0.0277665724160113,"Control-Hot"
"Control-Hot438",0.0683737895261345,"Control-Hot"
"Control-Hot439",0.0631438028223014,"Control-Hot"
"Control-Hot440",0.0447416383714318,"Control-Hot"
"Control-Hot441",0.0238896528695157,"Control-Hot"
"Control-Hot442",0.052620250138065,"Control-Hot"
"Control-Hot443",0.0330154924871996,"Control-Hot"
"Control-Hot444",0.0332684321473248,"Control-Hot"
"Control-Hot445",0.0499632252068938,"Control-Hot"
"Control-Hot446",0.0431744981515523,"Control-Hot"
"Control-Hot447",0.0565571905650681,"Control-Hot"
"Control-Hot448",0.037435011104186,"Control-Hot"
"Control-Hot449",0.0470553291819457,"Control-Hot"
"Control-Hot450",0.0487276260669876,"Control-Hot"
"Control-Hot451",0.0540676421075137,"Control-Hot"
"Control-Hot452",0.0426128271459738,"Control-Hot"
"Control-Hot453",0.0356586325417295,"Control-Hot"
"Control-Hot454",0.0401957960042046,"Control-Hot"
"Control-Hot455",0.0529886369228879,"Control-Hot"
"Control-Hot456",0.047735689207888,"Control-Hot"
"Control-Hot457",0.0469433476180607,"Control-Hot"
"Control-Hot458",0.0437848584818786,"Control-Hot"
"Control-Hot459",0.0609819787934867,"Control-Hot"
"Control-Hot460",0.0549460246727968,"Control-Hot"
"Control-Hot461",0.0385154587212271,"Control-Hot"
"Control-Hot462",0.0324574601798065,"Control-Hot"
"Control-Hot463",0.0521745157188383,"Control-Hot"
"Control-Hot464",0.0464910794109918,"Control-Hot"
"Control-Hot465",0.0421263882597838,"Control-Hot"
"Control-Hot466",0.0437267145975165,"Control-Hot"
"Control-Hot467",0.0404406212554286,"Control-Hot"
"Control-Hot468",0.0328661098735934,"Control-Hot"
"Control-Hot469",0.0545971866932888,"Control-Hot"
"Control-Hot470",0.0335278314278575,"Control-Hot"
"Control-Hot471",0.0440025096379115,"Control-Hot"
"Control-Hot472",0.0646911617737818,"Control-Hot"
"Control-Hot473",0.0339573487600642,"Control-Hot"
"Control-Hot474",0.0535259267916094,"Control-Hot"
"Control-Hot475",0.0501889777647662,"Control-Hot"
"Control-Hot476",0.0313583552600712,"Control-Hot"
"Control-Hot477",0.0596024827137683,"Control-Hot"
"Control-Hot478",0.0471184611007689,"Control-Hot"
"Control-Hot479",0.0518659623841741,"Control-Hot"
"Control-Hot480",0.0362001253532489,"Control-Hot"
"Control-Hot481",0.048432748759808,"Control-Hot"
"Control-Hot482",0.0453130165259666,"Control-Hot"
"Control-Hot483",0.0565262190456269,"Control-Hot"
"Control-Hot484",0.0562094478748764,"Control-Hot"
"Control-Hot485",0.0474897272459398,"Control-Hot"
"Control-Hot486",0.0460893120106907,"Control-Hot"
"Control-Hot487",0.0437074625743597,"Control-Hot"
"Control-Hot488",0.0457204152739546,"Control-Hot"
"Control-Hot489",0.0151742933101132,"Control-Hot"
"Control-Hot490",0.0445692726236137,"Control-Hot"
"Control-Hot491",0.0474876038622505,"Control-Hot"
"Control-Hot492",0.0568069948506986,"Control-Hot"
"Control-Hot493",0.0419067866473625,"Control-Hot"
"Control-Hot494",0.032860907088751,"Control-Hot"
"Control-Hot495",0.0414828887192525,"Control-Hot"
"Control-Hot496",0.0430059092434063,"Control-Hot"
"Control-Hot497",0.0351046250294139,"Control-Hot"
"Control-Hot498",0.0558210255989837,"Control-Hot"
"Control-Hot499",0.0471945893514959,"Control-Hot"
"Control-Hot500",0.0399287372787342,"Control-Hot"
"Control-Hot501",0.0479676743693159,"Control-Hot"
"Control-Hot502",0.0343611456134232,"Control-Hot"
"Control-Hot503",0.0519685770117062,"Control-Hot"
"Control-Hot504",0.0426741096488471,"Control-Hot"
"Control-Hot505",0.0435269357376047,"Control-Hot"
"Control-Hot506",0.0428841233740665,"Control-Hot"
"Control-Hot507",0.0419318881447015,"Control-Hot"
"Control-Hot508",0.0620369615494063,"Control-Hot"
"Control-Hot509",0.0298597971484453,"Control-Hot"
"Control-Hot510",0.0435170843034668,"Control-Hot"
"Control-Hot511",0.0594913524253158,"Control-Hot"
"Control-Hot512",0.0485914237249209,"Control-Hot"
"Control-Hot513",0.0312081863232525,"Control-Hot"
"Control-Hot514",0.0302818938703243,"Control-Hot"
"Control-Hot515",0.0505439199118795,"Control-Hot"
"Control-Hot516",0.047231646548381,"Control-Hot"
"Control-Hot517",0.0320877356163855,"Control-Hot"
"Control-Hot518",0.0411845762000276,"Control-Hot"
"Control-Hot519",0.0423984922926069,"Control-Hot"
"Control-Hot520",0.0429251425118737,"Control-Hot"
"Control-Hot521",0.0521287468608257,"Control-Hot"
"Control-Hot522",0.0382704939178708,"Control-Hot"
"Control-Hot523",0.0238326873792461,"Control-Hot"
"Control-Hot524",0.0439997783877109,"Control-Hot"
"Control-Hot525",0.046594043585943,"Control-Hot"
"Control-Hot526",0.0568650165234086,"Control-Hot"
"Control-Hot527",0.0504231622990119,"Control-Hot"
"Control-Hot528",0.0563675657208815,"Control-Hot"
"Control-Hot529",0.0296522158437063,"Control-Hot"
"Control-Hot530",0.04297459831077,"Control-Hot"
"Control-Hot531",0.0548006825168393,"Control-Hot"
"Control-Hot532",0.0496704692704824,"Control-Hot"
"Control-Hot533",0.0420772648285969,"Control-Hot"
"Control-Hot534",0.0484019658299568,"Control-Hot"
"Control-Hot535",0.0437348281126189,"Control-Hot"
"Control-Hot536",0.0434814321951874,"Control-Hot"
"Control-Hot537",0.0489303333479744,"Control-Hot"
"Control-Hot538",0.0384022987625136,"Control-Hot"
"Control-Hot539",0.0339169199327567,"Control-Hot"
"Control-Hot540",0.0448016097532443,"Control-Hot"
"Control-Hot541",0.0533202105548774,"Control-Hot"
"Control-Hot542",0.0375802177697764,"Control-Hot"
"Control-Hot543",0.0414041366170787,"Control-Hot"
"Control-Hot544",0.0405411195456345,"Control-Hot"
"Control-Hot545",0.0395496803233055,"Control-Hot"
"Control-Hot546",0.0461623726954678,"Control-Hot"
"Control-Hot547",0.0447251620494026,"Control-Hot"
"Control-Hot548",0.0467993380687174,"Control-Hot"
"Control-Hot549",0.0530542213877685,"Control-Hot"
"Control-Hot550",0.0322293082225261,"Control-Hot"
"Control-Hot551",0.0411492326563569,"Control-Hot"
"Control-Hot552",0.0505270226566709,"Control-Hot"
"Control-Hot553",0.0471301641772045,"Control-Hot"
"Control-Hot554",0.0436529982177616,"Control-Hot"
"Control-Hot555",0.0434486191650623,"Control-Hot"
"Control-Hot556",0.0495088113748282,"Control-Hot"
"Control-Hot557",0.0496365136891664,"Control-Hot"
"Control-Hot558",0.0556326430841287,"Control-Hot"
"Control-Hot559",0.053267435283721,"Control-Hot"
"Control-Hot560",0.0422236269981744,"Control-Hot"
"Control-Hot561",0.0270758228454785,"Control-Hot"
"Control-Hot562",0.0460601502185254,"Control-Hot"
"Control-Hot563",0.0545266340427959,"Control-Hot"
"Control-Hot564",0.0372361264261813,"Control-Hot"
"Control-Hot565",0.0272101375019805,"Control-Hot"
"Control-Hot566",0.0356179255190576,"Control-Hot"
"Control-Hot567",0.0637279526653229,"Control-Hot"
"Control-Hot568",0.0277413753040886,"Control-Hot"
"Control-Hot569",0.0648458493189389,"Control-Hot"
"Control-Hot570",0.047415786809997,"Control-Hot"
"Control-Hot571",0.0332019506478114,"Control-Hot"
"Control-Hot572",0.0496861079994228,"Control-Hot"
"Control-Hot573",0.0203161458230345,"Control-Hot"
"Control-Hot574",0.0483855122682805,"Control-Hot"
"Control-Hot575",0.0339967272819777,"Control-Hot"
"Control-Hot576",0.0400210553673511,"Control-Hot"
"Control-Hot577",0.0437531080832399,"Control-Hot"
"Control-Hot578",0.0446674988099626,"Control-Hot"
"Control-Hot579",0.0527116520601673,"Control-Hot"
"Control-Hot580",0.0487779055584607,"Control-Hot"
"Control-Hot581",0.0543173668894152,"Control-Hot"
"Control-Hot582",0.0466553543676905,"Control-Hot"
"Control-Hot583",0.0522586221897582,"Control-Hot"
"Control-Hot584",0.0406899747083576,"Control-Hot"
"Control-Hot585",0.0398019864746776,"Control-Hot"
"Control-Hot586",0.0520140134234709,"Control-Hot"
"Control-Hot587",0.0728659477933324,"Control-Hot"
"Control-Hot588",0.0624435023604067,"Control-Hot"
"Control-Hot589",0.0357748372164535,"Control-Hot"
"Control-Hot590",0.0496767728396552,"Control-Hot"
"Control-Hot591",0.0354097580638489,"Control-Hot"
"Control-Hot592",0.0488373513492356,"Control-Hot"
"Control-Hot593",0.0474641371353405,"Control-Hot"
"Control-Hot594",0.0502271433585108,"Control-Hot"
"Control-Hot595",0.0498090269882883,"Control-Hot"
"Control-Hot596",0.0436277315312384,"Control-Hot"
"Control-Hot597",0.0512215065780923,"Control-Hot"
"Control-Hot598",0.021868455605739,"Control-Hot"
"Control-Hot599",0.0380527508124924,"Control-Hot"
"Control-Hot600",0.0347461993983357,"Control-Hot"
"Control-Hot601",0.0408634245529176,"Control-Hot"
"Control-Hot602",0.0529355999369189,"Control-Hot"
"Control-Hot603",0.0489273173131435,"Control-Hot"
"Control-Hot604",0.0612966722575691,"Control-Hot"
"Control-Hot605",0.0430072401796902,"Control-Hot"
"Control-Hot606",0.0329237483983313,"Control-Hot"
"Control-Hot607",0.0404639489486065,"Control-Hot"
"Control-Hot608",0.0435120265913541,"Control-Hot"
"Control-Hot609",0.0619205672820439,"Control-Hot"
"Control-Hot610",0.0377921317282405,"Control-Hot"
"Control-Hot611",0.0648948921965679,"Control-Hot"
"Control-Hot612",0.041085679746663,"Control-Hot"
"Control-Hot613",0.0302175351642921,"Control-Hot"
"Control-Hot614",0.0425665523577416,"Control-Hot"
"Control-Hot615",0.048005618752984,"Control-Hot"
"Control-Hot616",0.0562294686593695,"Control-Hot"
"Control-Hot617",0.040402518917261,"Control-Hot"
"Control-Hot618",0.0445641930823872,"Control-Hot"
"Control-Hot619",0.0340307041802519,"Control-Hot"
"Control-Hot620",0.0338053737295797,"Control-Hot"
"Control-Hot621",0.0310765960060219,"Control-Hot"
"Control-Hot622",0.0538145666338531,"Control-Hot"
"Control-Hot623",0.0519150317834096,"Control-Hot"
"Control-Hot624",0.0470333690829132,"Control-Hot"
"Control-Hot625",0.0433250136281274,"Control-Hot"
"Control-Hot626",0.0383636633947469,"Control-Hot"
"Control-Hot627",0.0491781545147465,"Control-Hot"
"Control-Hot628",0.0376890544683109,"Control-Hot"
"Control-Hot629",0.0510837146929894,"Control-Hot"
"Control-Hot630",0.0395911152058695,"Control-Hot"
"Control-Hot631",0.0523156083266863,"Control-Hot"
"Control-Hot632",0.0447116571630162,"Control-Hot"
"Control-Hot633",0.0467067771708224,"Control-Hot"
"Control-Hot634",0.0442402170124585,"Control-Hot"
"Control-Hot635",0.0375113265205492,"Control-Hot"
"Control-Hot636",0.039042887475572,"Control-Hot"
"Control-Hot637",0.0519160650500294,"Control-Hot"
"Control-Hot638",0.0398951867431195,"Control-Hot"
"Control-Hot639",0.0510408078513298,"Control-Hot"
"Control-Hot640",0.0442279271494194,"Control-Hot"
"Control-Hot641",0.0416223655515874,"Control-Hot"
"Control-Hot642",0.0478354094970652,"Control-Hot"
"Control-Hot643",0.042062779723423,"Control-Hot"
"Control-Hot644",0.0591403496687964,"Control-Hot"
"Control-Hot645",0.0508410820446094,"Control-Hot"
"Control-Hot646",0.0534441937547608,"Control-Hot"
"Control-Hot647",0.0646695822784972,"Control-Hot"
"Control-Hot648",0.0401736848168264,"Control-Hot"
"Control-Hot649",0.0562247129198905,"Control-Hot"
"Control-Hot650",0.0380807618974986,"Control-Hot"
"Control-Hot651",0.0542100275901806,"Control-Hot"
"Control-Hot652",0.036639085287614,"Control-Hot"
"Control-Hot653",0.0426350787521743,"Control-Hot"
"Control-Hot654",0.0410415053881062,"Control-Hot"
"Control-Hot655",0.0340493972515974,"Control-Hot"
"Control-Hot656",0.0545165730007236,"Control-Hot"
"Control-Hot657",0.0579897083843891,"Control-Hot"
"Control-Hot658",0.0429690584498597,"Control-Hot"
"Control-Hot659",0.0479196570207994,"Control-Hot"
"Control-Hot660",0.0399067954270674,"Control-Hot"
"Control-Hot661",0.0344384370654624,"Control-Hot"
"Control-Hot662",0.0502945608970341,"Control-Hot"
"Control-Hot663",0.039610046229413,"Control-Hot"
"Control-Hot664",0.0448447541376117,"Control-Hot"
"Control-Hot665",0.0321923966968903,"Control-Hot"
"Control-Hot666",0.0470850054867537,"Control-Hot"
"Control-Hot667",0.0637116405645778,"Control-Hot"
"Control-Hot668",0.0439308737636256,"Control-Hot"
"Control-Hot669",0.0592265655853507,"Control-Hot"
