"","lizard_id.Estimate.Intercept","lizard_id.Est.Error.Intercept","lizard_id.Q2.5.Intercept","lizard_id.Q97.5.Intercept","lizard_id.Estimate.trial_reversal","lizard_id.Est.Error.trial_reversal","lizard_id.Q2.5.trial_reversal","lizard_id.Q97.5.trial_reversal","lizard_id.Estimate.cortControl","lizard_id.Est.Error.cortControl","lizard_id.Q2.5.cortControl","lizard_id.Q97.5.cortControl","lizard_id.Estimate.tempHot","lizard_id.Est.Error.tempHot","lizard_id.Q2.5.tempHot","lizard_id.Q97.5.tempHot","lizard_id.Estimate.trial_reversal.cortControl","lizard_id.Est.Error.trial_reversal.cortControl","lizard_id.Q2.5.trial_reversal.cortControl","lizard_id.Q97.5.trial_reversal.cortControl","lizard_id.Estimate.trial_reversal.tempHot","lizard_id.Est.Error.trial_reversal.tempHot","lizard_id.Q2.5.trial_reversal.tempHot","lizard_id.Q97.5.trial_reversal.tempHot","lizard_id.Estimate.cortControl.tempHot","lizard_id.Est.Error.cortControl.tempHot","lizard_id.Q2.5.cortControl.tempHot","lizard_id.Q97.5.cortControl.tempHot","lizard_id.Estimate.trial_reversal.cortControl.tempHot","lizard_id.Est.Error.trial_reversal.cortControl.tempHot","lizard_id.Q2.5.trial_reversal.cortControl.tempHot","lizard_id.Q97.5.trial_reversal.cortControl.tempHot"
"1166",-0.884504681524138,0.379510112416514,-1.67257559239175,-0.164744285538889,0.0413162664293929,0.0115875850410803,0.0194905719972823,0.0653873612365199,-0.306271873232514,0.325752917079769,-0.936458510889115,0.328273286846312,-0.620176564887973,0.336453448298844,-1.29173894878653,0.0348628252929749,0.0220686775609866,0.0128914164457031,-0.00291845106117785,0.0475181965294392,0.0164849966434786,0.013152762844246,-0.00918163167645473,0.0426003333321851,0.601825928814189,0.476024008659445,-0.348487901068097,1.53644777674904,-0.0340831523882204,0.018600874573359,-0.0705289384984113,0.00294423987176906
"1172",-0.160828532655652,0.438484655233316,-0.933584439255607,0.796549471912117,0.0370146146604895,0.0134991160130604,0.00716349929383218,0.0618878898436426,-0.306271873232514,0.325752917079769,-0.936458510889115,0.328273286846312,-0.620176564887973,0.336453448298844,-1.29173894878653,0.0348628252929749,0.0220686775609866,0.0128914164457031,-0.00291845106117785,0.0475181965294392,0.0164849966434786,0.013152762844246,-0.00918163167645473,0.0426003333321851,0.601825928814189,0.476024008659445,-0.348487901068097,1.53644777674904,-0.0340831523882204,0.018600874573359,-0.0705289384984113,0.00294423987176906
"1174",-0.628357770325351,0.365481456723942,-1.34957576970936,0.110697918383456,0.0406584283407889,0.0113398578094595,0.0185074085385321,0.0637515185680763,-0.306271873232514,0.325752917079769,-0.936458510889115,0.328273286846312,-0.620176564887973,0.336453448298844,-1.29173894878653,0.0348628252929749,0.0220686775609866,0.0128914164457031,-0.00291845106117785,0.0475181965294392,0.0164849966434786,0.013152762844246,-0.00918163167645473,0.0426003333321851,0.601825928814189,0.476024008659445,-0.348487901068097,1.53644777674904,-0.0340831523882204,0.018600874573359,-0.0705289384984113,0.00294423987176906
"1182",-0.694885818309672,0.325168183191196,-1.32790548386658,-0.0504815725380585,0.0393848022837855,0.0107566465242444,0.017980528181986,0.0605219613111038,-0.306271873232514,0.325752917079769,-0.936458510889115,0.328273286846312,-0.620176564887973,0.336453448298844,-1.29173894878653,0.0348628252929749,0.0220686775609866,0.0128914164457031,-0.00291845106117785,0.0475181965294392,0.0164849966434786,0.013152762844246,-0.00918163167645473,0.0426003333321851,0.601825928814189,0.476024008659445,-0.348487901068097,1.53644777674904,-0.0340831523882204,0.018600874573359,-0.0705289384984113,0.00294423987176906
"1192",-0.384444405742625,0.38077383051873,-1.09488378321721,0.417450482311207,0.0396958944360906,0.0119051834625179,0.0160380480437209,0.0635194053887598,-0.306271873232514,0.325752917079769,-0.936458510889115,0.328273286846312,-0.620176564887973,0.336453448298844,-1.29173894878653,0.0348628252929749,0.0220686775609866,0.0128914164457031,-0.00291845106117785,0.0475181965294392,0.0164849966434786,0.013152762844246,-0.00918163167645473,0.0426003333321851,0.601825928814189,0.476024008659445,-0.348487901068097,1.53644777674904,-0.0340831523882204,0.018600874573359,-0.0705289384984113,0.00294423987176906
"1198",-0.447498648030051,0.374256002921922,-1.14990696969378,0.332228077534881,0.0400136528699841,0.0116605106021629,0.01695438176339,0.0632415114575561,-0.306271873232514,0.325752917079769,-0.936458510889115,0.328273286846312,-0.620176564887973,0.336453448298844,-1.29173894878653,0.0348628252929749,0.0220686775609866,0.0128914164457031,-0.00291845106117785,0.0475181965294392,0.0164849966434786,0.013152762844246,-0.00918163167645473,0.0426003333321851,0.601825928814189,0.476024008659445,-0.348487901068097,1.53644777674904,-0.0340831523882204,0.018600874573359,-0.0705289384984113,0.00294423987176906
"1202",-0.701371194804439,0.365332325434233,-1.43872339989625,0.0217638779561639,0.0399330370872258,0.0113511194758073,0.017305846865845,0.0627627620749472,-0.306271873232514,0.325752917079769,-0.936458510889115,0.328273286846312,-0.620176564887973,0.336453448298844,-1.29173894878653,0.0348628252929749,0.0220686775609866,0.0128914164457031,-0.00291845106117785,0.0475181965294392,0.0164849966434786,0.013152762844246,-0.00918163167645473,0.0426003333321851,0.601825928814189,0.476024008659445,-0.348487901068097,1.53644777674904,-0.0340831523882204,0.018600874573359,-0.0705289384984113,0.00294423987176906
"1205",-0.582169157561455,0.364849051496737,-1.28488708403785,0.173788277508277,0.0395542486655306,0.0114449219522421,0.0162715715589824,0.0624689535427858,-0.306271873232514,0.325752917079769,-0.936458510889115,0.328273286846312,-0.620176564887973,0.336453448298844,-1.29173894878653,0.0348628252929749,0.0220686775609866,0.0128914164457031,-0.00291845106117785,0.0475181965294392,0.0164849966434786,0.013152762844246,-0.00918163167645473,0.0426003333321851,0.601825928814189,0.476024008659445,-0.348487901068097,1.53644777674904,-0.0340831523882204,0.018600874573359,-0.0705289384984113,0.00294423987176906
"1207",-0.862968332830104,0.342315188620525,-1.58811271155509,-0.224868474289875,0.0422069266969263,0.0111888841759067,0.0215486450479207,0.0654996832338402,-0.306271873232514,0.325752917079769,-0.936458510889115,0.328273286846312,-0.620176564887973,0.336453448298844,-1.29173894878653,0.0348628252929749,0.0220686775609866,0.0128914164457031,-0.00291845106117785,0.0475181965294392,0.0164849966434786,0.013152762844246,-0.00918163167645473,0.0426003333321851,0.601825928814189,0.476024008659445,-0.348487901068097,1.53644777674904,-0.0340831523882204,0.018600874573359,-0.0705289384984113,0.00294423987176906
"1222",-0.505227556750504,0.381420542144652,-1.24359260747532,0.265082248662264,0.0405314437172148,0.0115720948133376,0.0180655906455877,0.0643619902111374,-0.306271873232514,0.325752917079769,-0.936458510889115,0.328273286846312,-0.620176564887973,0.336453448298844,-1.29173894878653,0.0348628252929749,0.0220686775609866,0.0128914164457031,-0.00291845106117785,0.0475181965294392,0.0164849966434786,0.013152762844246,-0.00918163167645473,0.0426003333321851,0.601825928814189,0.476024008659445,-0.348487901068097,1.53644777674904,-0.0340831523882204,0.018600874573359,-0.0705289384984113,0.00294423987176906
